neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,surroundings_summary
De Baarsjes - Oud-West,Entire home/apt,144,2,20,0.38,1,154,4,"The area features dining and retail options such as Buurman & Buurman Eetwinkel De With, Centrumkings, and El Marssa Coffeeshop. Local community life is represented by Moskee an-Nour, a place of worship, alongside a car repair service."
Centrum-West,Private room,150,2,179,2.58,2,0,0,"The area features dining and cafe options such as Bagels Sandwich Village, Humphrey's, La Zoccola del Pacioccone, Mortimer, OMG! Burger, Partout, and The King, alongside retail and services including All You Need, Barbershop Stardam, Souvenir Supermarket, Tattoo & Gallery, and Wash Care. Akhnaton serves as an events venue, while Yellow Bike provides bicycle rental services."
Centrum-Oost,Entire home/apt,247,2,46,0.65,1,0,0,"The area features dining and cafes such as Broodjeszaak Etenstijd, Proper. Indofood, Luuk's Coffee, and Pinuku, alongside retail and services including De Badjassenwinkel, Deninie, Le Patron, Underground Ink, Van Dulst Kappers, and Wash Queen Laundry."
Centrum-West,Entire home/apt,178,2,29,0.47,1,116,0,"The area features dining options with outdoor seating at Morlang and Walem. Additionally, BOXIE24 Opslag huren Amsterdam provides storage rental services."
De Baarsjes - Oud-West,Entire home/apt,232,3,6,0.15,1,0,0,"The area features an internet cafe, Citynet, and a bar, Flamingo's."
Buitenveldert - Zuidas,Entire home/apt,225,4,9,0.13,1,0,0,"The area is defined by Beatrixpark, a park that serves as a significant green space for the neighborhood."
Zuid,Private room,85,2,15,0.33,5,125,0,"The area is anchored by Hotel Jansen, which serves as the primary establishment in the immediate vicinity."
Centrum-West,Entire home/apt,111,2,73,1.03,1,262,5,The area features a gallery at Galerie Staaf and a darts bar at Cafe de Muurbloem.
Centrum-West,Private room,145,2,91,1.44,1,85,3,"The area features dining and cafes such as American Bar-bq, Les Deux Frêres, Koffieschenkerij, Ganache, and Borstplaat, alongside retail options like La Familia and Black Bikes. It is home to the Oude Kerk, a historic landmark and the oldest building in the city, and is situated within de Wallen, a well-known district significant for its deep historical roots and cultural prominence."
Centrum-West,Private room,102,1,124,1.73,1,145,3,The area features the hotel Sebastian's and a public_bookcase.
De Baarsjes - Oud-West,Entire home/apt,207,3,43,0.62,1,0,0,"The area features dining at Daalder and the school Het Sieraad, which serves as a notable local landmark and historic venue for events."
De Baarsjes - Oud-West,Entire home/apt,149,7,12,0.19,1,7,1,"The area features local amenities including the Serhat Market for groceries and a restaurant called A.S.K., alongside a tobacco shop known as De Zingende Zwaan. Educational and recreational facilities include the Brede School Annie M.G. Schmidt and the J.J. Cremerplein playground."
Oud-Oost,Entire home/apt,330,7,23,0.44,1,48,0,"The area features Brouwerij Poesiat & Kater, a pub that offers outdoor seating."
Centrum-West,Entire home/apt,210,7,85,1.27,2,29,9,"The area features dining and nightlife options such as Brasserie Ambassade and A. van Wees Proeflokaal, alongside the Ambassade Hotel and the wellness destination Koan Float."
De Baarsjes - Oud-West,Private room,122,2,115,1.7,3,295,0,"The area features Vondelpark, a major city park known as a popular green space for recreation, alongside the pub Fijnkost."
De Pijp - Rivierenbuurt,Entire home/apt,200,3,32,0.48,1,0,0,The area features a garden.
De Baarsjes - Oud-West,Private room,122,2,101,1.49,3,289,0,"The area features Vondelpark, a major city park known for its expansive green space and recreational paths, alongside the pub Fijnkost."
Centrum-Oost,Entire home/apt,320,5,11,0.22,1,0,0,"The area features cultural landmarks such as the Hollandsche Schouwburg and the Nationaal Holocaustmuseum, which are significant as sites of remembrance and history. Nearby amenities include Cafe Eik en Linde for dining and The Elephant Hostel for accommodation."
Westerpark,Entire home/apt,135,3,39,0.58,1,2,2,This area features a garden.
Centrum-West,Entire home/apt,200,4,29,0.42,1,0,0,There are no specific places listed to describe the surroundings.
De Baarsjes - Oud-West,Entire home/apt,149,3,16,0.24,1,0,0,The area features the supermarket Lidl and the school Muziekpakhuis.
Zuid,Entire home/apt,109,2,73,1.05,1,360,6,"The area is centered around the Tobiasschool, which serves as the primary educational institution for the neighborhood."
Geuzenveld - Slotermeer,Private room,57,1,235,3.39,1,355,31,The area features retail options including the supermarket Albert Heijn and the mall Winkelcentrum Plein '40-'45. A garden is also present in the vicinity.
Westerpark,Entire home/apt,80,15,8,0.12,1,0,0,"The area features Gregario Cycling Services for bicycle needs and a garden, which serves as a local green space."
Centrum-West,Entire home/apt,250,3,66,0.98,3,355,1,"The area features a diverse dining scene with options like Black and Blue, Garlic Queen, Il Primo, La Casa di Madonna, Middl Eat, Sampurna, Seoul Sista, Sichuan Food, Ta-Hwa, Tokyo Ramen Takeichi, and Old Dutch Pancake House, alongside pubs and bars such as Bar BLEND, Duke of Tokyo, Soho, Studio 2, Taboo, and Taboo Kantine. Retail and local culture are represented by Artem Bodywear, Blik, Christmas Palace, Easy Times, El Encanto, Genki, LunaNoire, Maria to go, and Old Amsterdam Cheese Store, as well as the Bloemenmarkt, a historic floating flower market that serves as a central landmark for the neighborhood."
Bos en Lommer,Entire home/apt,95,2,17,0.25,1,0,2,"The area features community facilities such as the Mansveltschool, alongside local amenities including a garden, a soccer pitch, and a fountain."
De Pijp - Rivierenbuurt,Entire home/apt,150,2,9,0.14,1,0,0,"The area features a mix of leisure and social spots, including Sol Coffee Bar for dining and a fitness station at Gentlemen's Club Park 118. Sarphatipark serves as a key local landmark, providing a central green space for the community."
Zuid,Entire home/apt,75,3,8,0.12,1,0,0,The surroundings feature a garden.
Oud-Oost,Entire home/apt,93,1,66,0.97,1,0,5,"The area features dining options such as Eethuis Brasa and Nefis Etli Ekmek, alongside retail and services including Lidl, Sportshop van Swinden, Daniela Kastavarac, and Head 2 Head Nuray. Cultural and community life is centered around Atelier Maja Krtsic art diary, Jungle Amsterdam, the pub De Dapper, and the landmark Kalemegdan, which serves as a significant historic fortress and park."
De Baarsjes - Oud-West,Entire home/apt,120,3,18,0.28,1,184,0,The immediate area features a soccer pitch.
De Baarsjes - Oud-West,Entire home/apt,291,3,179,2.82,5,277,8,"The area features public artwork including Herman Heijermans and Horizontale compositie. It also includes Leidsebosje, a park that provides a green space in the surroundings."
De Pijp - Rivierenbuurt,Entire home/apt,110,3,41,0.62,1,0,6,"The area features cultural venues including Cinetol and Tempel / de Appel, alongside the Theosophische Vereniging place of worship. It also includes a garden, which serves as a quiet green space for the neighborhood."
Westerpark,Entire home/apt,98,3,66,0.97,1,51,4,"The area features dining options like Dandy Burger and Semsema, alongside retail and services including E.S.M. Phone House, Enso, Juhique, and Rolinka. Outdoor recreation is provided by the local playground and garden."
De Baarsjes - Oud-West,Entire home/apt,100,3,31,0.47,1,0,0,The area features retail and dining options such as Zeeman and Evert Snack. You will also find nightlife and specialty establishments including 156 and Coffeeshop 158.
Watergraafsmeer,Entire home/apt,110,4,36,0.56,2,136,2,"The area features retail and service options including Miele Witgoedcentrum for housewares, Edelsmeden Sohier & Gelderman for jewelry, and Pieksman wijnen. Daily needs are supported by Dave Haircreations, Tandartspraktijk Brinkman, and the car repair shop Autobedrijf H. van Vliet."
De Baarsjes - Oud-West,Entire home/apt,103,2,277,4.07,1,59,19,"The area features the green space Parkzuid and the iconic Vondelpark, which serves as the city's primary urban park and a central hub for outdoor recreation. You will also find artwork and a cafe nearby."
Centrum-West,Private room,117,1,170,2.92,16,359,14,"The area features a variety of dining options including American Bar-bq, Anco, Baba Kebab, FEBO, Favorite Chicken, Grill-Bar Baby, and Les Deux Frêres, alongside nightlife spots like Black Tiger Bar, Excalibur, New Castle Bar, and Old Bridge. Cultural and historical sites include Oude Kerk, a landmark church known for its medieval architecture, the Erotisch Museum, and de Wallen, a historic district, while the surroundings also host Casa Rosso, Rooms belonging to My Red Light Foundation, The Tabernacle, and a tattoo shop."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,79,5,8,0.15,1,0,0,The area features a garden.
Bos en Lommer,Entire home/apt,200,3,58,0.88,1,0,0,The surroundings feature a garden.
De Baarsjes - Oud-West,Entire home/apt,189,2,26,0.4,1,33,0,The area features a cat food cafe called Kattencafé Kopjes and a gift shop named Wild Whiskers.
Centrum-West,Private room,114,1,128,1.92,16,358,1,"The area features a variety of dining options including American Bar-bq, Anco, Baba Kebab, FEBO, Favorite Chicken, Grill-Bar Baby, and Les Deux Frêres, alongside nightlife venues such as Black Tiger Bar, Excalibur, New Castle Bar, and Old Bridge. Cultural and historical points of interest include the Oude Kerk, a significant medieval church and the oldest building in the city, the Erotisch Museum, and the historic de Wallen district, while the surroundings also encompass The Tabernacle, Casa Rosso, Rooms belonging to My Red Light Foundation, and a tattoo shop."
Noord-Oost,Entire home/apt,150,3,9,0.15,1,0,0,The surroundings feature a basketball pitch and outdoor seating.
Oud-Oost,Entire home/apt,190,2,9,0.15,1,0,0,The area features a garden and a playground.
Watergraafsmeer,Entire home/apt,250,3,3,0.08,1,53,0,There are no specific places listed to describe.
Centrum-West,Entire home/apt,210,7,78,1.19,3,340,0,"The area features a mix of retail and dining options including Ace & Tate, Beadies Amsterdam, Motel a Miio, Profumo, Rain Kiss, The Odder Side, Zipper Vintage Clothing, and Chocolaterie Pompadour, alongside the cafe Dae. Cultural life is centered around the Art Zoo Museum, a notable local attraction, and the arts centre De Vrije Academie."
De Baarsjes - Oud-West,Private room,47,2,205,3.86,2,22,23,There are no specific places listed to describe.
Centrum-Oost,Private room,89,2,90,1.36,1,0,0,"The area features a variety of dining options including Pancake Corner Restaurant, Ron Gastrobar Paris, Yellow River, Piazzeta Romana, Burger King, and Satellite Sportscafe, alongside cafes like Cafe in the City, Grand Café, Easy Internet Cafe, and international cafe Tegen alle stromen in. Nightlife and leisure are centered around clubs and bars such as Club Candela, Club Up, Palladium, and The Bulldog Ex-Police Station, while the surroundings are defined by the landmark Leidseplein, a major entertainment hub, and the garden Kleine-Gartmanplantsoen, which provides a central green space. Nearby accommodations include Amsterdam Hostel Leidseplein and Get Down, with the artwork Tegen alle stromen in serving as a local cultural point of interest."
Oud-Oost,Entire home/apt,149,7,93,1.5,1,61,15,"The area features dining options including Loulou Pizzabar, PepeNero, Dough Studio, and Saffraan aan de Amstel, alongside Café Bica for refreshments. Fitness and leisure are supported by Form and the garden."
Oud-Oost,Entire home/apt,130,3,51,0.78,1,0,1,"The area features a coffee shop at Stooker Roasting Company and a laundry service at Wasserette Kastanjeplein. World Explorers serves as a local landmark, providing childcare services that cater to families in the neighborhood."
Centrum-West,Private room,131,2,42,0.88,2,0,6,This area features a public_bookcase.
Oud-Oost,Private room,85,2,35,0.54,1,33,0,"The area features a garden and a playground, alongside De Vijgenboom, which serves as a local school."
Oud-Noord,Entire home/apt,125,3,10,1.23,1,9,7,"The area is defined by Noorderpark, a significant local green space that serves as a central hub for outdoor recreation and community activity."
De Pijp - Rivierenbuurt,Private room,86,2,106,2.13,1,296,5,The surrounding area features a garden.
Westerpark,Entire home/apt,206,2,30,0.47,1,0,5,The area features a garden.
Westerpark,Entire home/apt,80,10,5,0.08,1,0,0,The area features retail options including E.S.M. Phone House and beauty services such as Rolinka and Semsema.
IJburg - Zeeburgereiland,Private room,55,1,79,1.47,1,17,6,"The area features dining and coffee options like Merza and Espressofabriek, alongside retail shopping at Sarah Bridal. A playground is also located nearby."
Westerpark,Entire home/apt,260,2,11,2.46,3,116,6,"The area features dining and culture at BAK and Het Veem Theater, alongside professional amenities including the coworking space Werkgebouw Het Veem. Daily needs are supported by the pharmacy Apotheek Amsterdam and the retail services of Profilex."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,185,4,18,0.36,2,0,0,"The area features community and social hubs like Buurttafel Timorplein and Cybersoek, alongside Stayokay Amsterdam Oost. Entertainment and nightlife options include the cinema Studio/K and the bar The 5th."
Watergraafsmeer,Entire home/apt,100,3,20,0.31,1,0,0,"The area features De Amstel, a local school. There is also a playground nearby."
Westerpark,Entire home/apt,250,2,6,0.11,1,0,0,The area features a park and a garden.
Oostelijk Havengebied - Indische Buurt,Entire home/apt,85,28,6,0.28,1,132,0,"The area features a variety of retail and services including De Balkonie, Licht en Meubels, Java Bookshop, Little Coconuts, Haarstudio Royal, Fly2Travel, Vrije Kids, Hodo Mobile, Casa Repair, and Het Lange Mes. Dining and nightlife options consist of Divan Patisserie, Bubble Trouble Tea, IJscuypje, and Rum Barrel, while the Elthetokerk serves as a local place of worship and the public bookcase provides community reading access."
Centrum-West,Private room,118,2,108,1.75,1,73,29,"The area features cultural landmarks such as the Amsterdam Museum, which chronicles the city's history, the Begijnhof, a historic courtyard, and The Amsterdam Toy Museum, known for its extensive collection of vintage playthings. You will also find a variety of local amenities including Postzegelmarkt, Postzegelpark, Hanoi Old Quarter Restaurant, Espresso Corner, Haarbarbaar, Ariadne, Lucies Amsterdam, NUNC, and Palbü."
De Baarsjes - Oud-West,Entire home/apt,275,3,4,0.08,1,0,0,"The area features transportation and fitness services, including Avis for car rental, Giant for bicycle needs, and Movements for fitness station access."
De Baarsjes - Oud-West,Entire home/apt,200,2,39,0.69,1,34,1,"The area features dining options such as Aleppo Top, ByLima, Finalemente Brasil, The Burger Maffia, The Burger Mafia, and Bobos Chicken, alongside retail and services including De Kinker, Kinker, 't Saotohuisje, DA drogist, Snel Repair, and Pakketdienst de Kinker. These establishments provide a mix of local eateries, clothing and bag retail, and essential daily services like a chemist, laundry, and post office."
Bos en Lommer,Entire home/apt,99,2,9,0.14,1,0,0,"The area features the Multatulischool, which serves as the local educational institution. A soccer pitch is also available for community recreation."
Oud-Noord,Private room,72,1,224,3.58,1,75,19,The area features a garden.
De Baarsjes - Oud-West,Entire home/apt,87,1,204,3.23,1,158,28,"The area features dining and nightlife at Gertrude and Toussaint, alongside beauty services at SKIN. Local amenities include the Beatrijs Smulders kindergarten, the Houseboat Lady Jane guest house, and the Slot Meesenstijn park and playground, which serves as a notable local green space and recreation area featuring the Toussaint artwork."
Westerpark,Entire home/apt,189,2,48,0.76,1,4,2,"The area features the Domela Nieuwenhuisplantsoen, a park that serves as a local green space, alongside a public_bookcase."
De Pijp - Rivierenbuurt,Private room,71,1,304,4.87,1,250,8,"The area features Sarphatipark, a prominent public park that serves as a central green space and recreational hub for the neighborhood."
Centrum-West,Entire home/apt,349,7,36,0.58,6,63,6,"The area features retail shops including Zilch, Zipper, Luba, and Schumich, alongside specialty food and drink spots like 't Kaaspunt, Jay's Juices, Jongejans, and Kobalt. You will also find Coffeeshop Green Place and the Amsterdamse Scheepvaartbuurt, a historic maritime district significant for its rich nautical heritage and traditional architecture."
Slotervaart,Entire home/apt,335,4,35,0.57,1,358,1,"The area features Staalmanpark, a local park that serves as a primary green space for outdoor recreation and community activity."
Centrum-West,Entire home/apt,100,3,192,3.12,1,2,0,"The area features dining and cafe options such as Café Thijssen and Jardin, complemented by the convenience of De Oliewinkel."
Noord-West,Private room,54,1,133,2.29,1,20,8,This area features a picnic table for outdoor seating.
Centrum-West,Private room,99,3,147,2.41,2,0,3,"The area features a variety of dining options including China Si Chuan Restaurant, Kam Yin, Omelegg, Pancakes, and Prins Heerlijk, alongside pubs and bars like BackStage, Buster's, Charlie's Kitchen, De Kroonprins, De Mallemoolen, De Ooievaar, Hotel Bar Internationaal, KTV Bar, Louis Bar, Old Nickel, Old Quarter, and San Thomas. Retail and services include Dolce Vita, Funny People, Het Karbeel, Hotel De Koopermoolen, Hunters Coffee Shop, Kokopelli Smartshop, Laundromat Happy Inn, Luxer, Mask Shop Venice, Massage Centrum, San Tommaso, Tattoo Peter, and This ho(s)tel. Notable landmarks include the historic Sint Olofskapel, as well as Warmoesstraat and Zeedijk, which are significant streets known for their central role in the local history and character of the neighborhood."
De Pijp - Rivierenbuurt,Entire home/apt,250,2,32,0.57,1,341,4,"The area features a variety of dining and retail options including Badeta Koffiebranders, Iambe, Kitchen Impossible, Miri Mary, Peppi, Sjiek, Super Fresh, and The String, alongside nightlife spots such as Café Bührs, Café Ruis, Coffeeshop Papillon, Drankerij, and Strips. New Pijp serves as a notable local landmark, acting as a central hub that defines the character of this vibrant neighborhood. Grice Circular Fashion rounds out the selection with its focus on sustainable retail."
Westerpark,Entire home/apt,106,2,8,0.2,1,0,0,"The area features dining options such as Dandy Burger and Semsema, alongside retail and services including E.S.M. Phone House, Enso, Juhique, and Rolinka. Rip van Winkel's is a garden that serves as a local green space for the community."
Westerpark,Private room,111,3,128,2.21,1,0,0,"The area features Vrijeschool Amsterdam West, an educational institution that serves as a local school."
IJburg - Zeeburgereiland,Private room,74,1,20,0.33,10,0,0,"The area features dining options such as Barstow, Caña IJburg, and KOH - Kitchen of Happiness, alongside the marinas Haven Muider Compagnie and Haven WV IJburg. These marinas serve as central hubs for water-based activity in the neighborhood."
Centrum-West,Private room,93,1,188,3.12,4,72,26,"The area features dining options such as La Cuisine Ronde and Oriole Garden Bistro, alongside the arts centre Vlaams Cultuurhuis de Brakke Grond, which serves as a notable cultural hub for Flemish arts and performance."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,90,3,25,0.46,1,0,4,The area features the Flevoparkschool and Zeeburg Tandartsen. Flevopark is a nearby garden that serves as a significant local green space for recreation.
Centrum-West,Private room,61,3,12,0.43,4,354,1,"The area features dining and retail options such as De Laatste Kruimel, La Margarita, and Lyppens. Cultural and educational landmarks include the Allard Pierson Museum and UvA Bijzondere Collecties, which house significant historical archives, alongside the UvA Binnengasthuisterrein university campus and attractions like Rederij Kooij and Rondvaart, which offer canal boat tours."
Zuid,Entire home/apt,260,4,7,0.22,1,0,0,This area features a garden.
Bos en Lommer,Entire home/apt,175,2,34,0.71,1,0,5,"The area features recreational facilities including a garden, a soccer pitch, and a table_tennis pitch. Tijl Uilenspiegelschool is also located here."
De Baarsjes - Oud-West,Entire home/apt,250,4,19,0.32,1,284,2,"The area features dining and nightlife options such as Gertrude and Toussaint, alongside beauty and wellness services including Beatrijs Smulders, SKIN, and The Laser Lab. Local amenities include the Houseboat Lady Jane guest house, the Slot Meesenstijn playground, and the kindergarten, while the area is anchored by the park and the artwork nearby."
Oud-Noord,Entire home/apt,360,1,154,2.81,3,270,15,The immediate surroundings feature a garden and an area with outdoor seating.
De Baarsjes - Oud-West,Private room,45,1,225,4.35,2,194,27,"The area features recreational facilities including a field hockey pitch, a table tennis pitch, a basketball pitch, and two playgrounds. Balboaplein serves as a local landmark and community hub, providing a central outdoor space for these sports and activities."
De Pijp - Rivierenbuurt,Private room,129,2,246,4.23,2,265,19,"The area features a garden and a playground for recreation, along with Pizza Donna for dining."
De Baarsjes - Oud-West,Entire home/apt,136,2,40,0.95,1,0,4,"The area is defined by Rembrandtpark, a significant local park that provides extensive green space and recreational paths for the neighborhood."
Westerpark,Entire home/apt,225,3,14,0.31,1,0,0,"The area is defined by Westerpark, a significant public park that serves as a central green space for recreation and community events."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,134,3,34,0.6,1,0,0,"The area features a marina, specifically Jachthaven Piet Hein."
Zuid,Entire home/apt,224,2,41,0.86,4,341,2,"The area features a variety of daily essentials and specialty food shops including Albert Heijn, Alexanderhoeve, Centrale Vishandel, Holland & Barrett, and Oak Berry, alongside services like Etos, Pearle, and Fleur de Lys. The neighborhood also hosts Hampshire Hotel Beethoven and the educational institution Hervormd Lyceum Zuid."
De Baarsjes - Oud-West,Entire home/apt,150,3,52,0.99,1,2,7,"The area features dining and retail options including Albert Heijn, STACH, Koffie Academie, Trattoria Totò, Effendy, Janus, and Wittop Koning, alongside services like Black Bikes, Coco-mat, and a pharmacy. Accommodations in the neighborhood consist of Hotel ABBA, Huygens Place, Princess Hostel, and Schooltje.nl."
De Pijp - Rivierenbuurt,Entire home/apt,133,7,21,1.33,1,190,9,"The area features dining options such as De Waaghals, ISSHIN, Juno, and Rainbowls, alongside Craft Wine for drinks. You will also find community-focused spots like Buurtkamer Quellijn and a public bookcase, plus services including De Föhnbar and the dancing school Dans Dansen."
Centrum-Oost,Entire home/apt,350,2,45,0.89,1,81,2,The area features Muziekschool Amsterdam - Centrum/Oost for music education and the community centre Soop. These venues serve as local hubs for creative learning and community engagement.
Centrum-West,Entire home/apt,175,2,34,0.62,1,20,7,"The area features diverse dining and specialty food options including Bistrot Neuf, Namaskar, Rangoli, Jojo Sweet, Daily Fresh, and 't Kaaspunt, alongside cafes like Chabrol Wines, Jay's Juices, and Jongejans. Retail and services are well-represented by shops such as Daskas, Haarlemmer electronica, It's a present, Cigo, Coffeeshop Green Place, Luba, Miss B by la Grotte, Mono, Rumors, Schumich, Vintage Island, Zipper, and Las Marias."
Oud-Noord,Entire home/apt,225,3,19,0.34,1,0,1,The area features a garden.
Buitenveldert - Zuidas,Entire home/apt,166,3,15,0.33,1,56,0,The area features the fitness centre Trainmore.
Oud-Oost,Entire home/apt,150,3,21,0.38,1,0,0,"The area features the public space Afrikanerplein, which serves as a central neighborhood landmark, alongside the dining option Eethuis Parie for Surinamese fast food. The surroundings also include a garden."
Oud-Noord,Private room,103,2,120,2.57,1,242,4,"The area is defined by Aparthotel North, which serves as the primary accommodation in the immediate vicinity."
Centrum-Oost,Entire home/apt,174,3,286,5.25,1,57,59,"The area features a variety of retail shops including @droog, ABCND STORE, DSIGN, Marbles Vintage, Vet Du Nord, Zamalia, and Zooful, alongside jewelry specialists The Antique Ring Shop and the jewelry store Kota. Dining and refreshment options include the deli Sterk Staaltje, the cafe and coffee spot, and the Thai restaurant Krua Thai, while the Amstel Canal Guest House provides local accommodation."
Bos en Lommer,Entire home/apt,139,4,2,0.04,1,0,0,"The area features recreational facilities including a basketball pitch, a tennis pitch, and a playground, alongside a garden."
IJburg - Zeeburgereiland,Entire home/apt,300,3,57,1.05,1,350,8,The area features a garden and a playground.
Centrum-Oost,Entire home/apt,190,4,10,0.23,1,0,0,The area features a soccer pitch.
Centrum-West,Private room,130,3,22,0.48,1,1,0,"The area features Formocha, a tea shop that serves as a local destination for refreshments."
Centrum-Oost,Entire home/apt,207,2,145,2.77,1,257,10,"The area features dining and nightlife options including Brasserie Flo, Graphite by Peter Gast, Cooldown Cafe Rembrandtplein, and John Doe. You will also find the Eden Hotel Amsterdam and the coffee shop Screaming Beans nearby."
Oud-Oost,Entire home/apt,158,5,24,0.43,1,0,0,The area features the Amstelcampus university and the Amstelhaven restaurant.
De Pijp - Rivierenbuurt,Entire home/apt,150,7,37,0.7,3,64,3,"The area features local services including Hairstudio Pu-ma, Skin Project Institute, Dental 220, and Taalhuis Amsterdam, alongside retail options like Ajax Bike and Résonance. Social and leisure spots include the pub Café De Baron and the community garden space FermentFabriek."
Geuzenveld - Slotermeer,Entire home/apt,184,4,11,0.21,1,0,0,There are no specific places listed to describe the surroundings.
Geuzenveld - Slotermeer,Entire home/apt,149,3,10,0.19,1,1,2,"The area features the recreational Sloterpark, a significant green space that serves as a central hub for outdoor activities, alongside the De Duikelaar marina."
De Pijp - Rivierenbuurt,Entire home/apt,124,2,30,0.78,1,30,0,"The area features a variety of dining options including Broodje Gerard, C'est Chau, Carletto, Pho 91, The Butcher, and Vishandel Molenaar, alongside specialty shops like De Franse Slager Alain Bernard and Slagerij Zuid. Retail and lifestyle destinations include 7115 by Szeki, Aiche, All The Luck In The World, American Nails, Amsterdamse Matrassencentrale, Anna+Nina, Brick Lane, Charlotte de Koomen, Coffeeshop Club Media, De Kinderfeestwinkel, Di Napoli Lederwaren, Elcie, Everyday Hero, Felice, Fenix Books, June Amsterdam, Just Waldo, Kilo Store, Living-in By Romy's, Lois, MC Jewels, Spetters Mode, Tally-ho, The Workout Lab, and Verse. The Albert Cuyp-markt serves as a central marketplace and a major local landmark known for its vibrant street market atmosphere."
De Pijp - Rivierenbuurt,Entire home/apt,305,3,26,0.49,1,162,0,"The area features personal care and retail options including Beauty & Mind, Elisabeth Haarmode, Haar In De Wind, and C. Tuinder & Zn. You will also find specialized beverage shops such as De wijnimport van Arrebol."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,140,3,5,0.09,1,0,0,"The area is defined by the presence of Jachthaven Piet Hein, a marina that serves as a central hub for local nautical activity."
De Baarsjes - Oud-West,Entire home/apt,290,3,6,0.13,1,9,0,"The area features dining options including Annapurna, De Pizzabakkers, Overtone Bistro, Parallel, Pieter Bas, and YNK, alongside local services like Dierenkliniek Overtoom and a hairdresser."
Zuid,Entire home/apt,120,7,7,0.13,1,0,0,The area features a cannabis dispensary at Coffeeshop Pacific and a dentist at Tandartspraktijk de ZuidAs. There is also a garden nearby.
De Baarsjes - Oud-West,Entire home/apt,181,2,27,1.65,1,363,2,"The area features a variety of dining options including Konya Etliekmek, Lara, Maz Mez, Napoli Pizza, and WONTON, alongside a bakery at Fort Negen and a cafe at Marja. Local retail and specialty shops include Albert Heijn, Grapedistrict, and a tattoo studio."
Centrum-West,Entire home/apt,425,2,52,1.03,1,68,3,"The area features a selection of cafes and dining spots including Café 't Papeneiland, Café Thijssen, Enté, and Jardin. You will also find the florist Pompon in the immediate vicinity."
Centrum-Oost,Entire home/apt,440,2,21,1.25,2,0,6,"The area features a variety of dining options including Ali Ocakbaşı, Güney's Delights, Meghna, Mochi, Quartier Latin, The Amsterdam Basement, The Healthy Spot, and Wowcrab, alongside cafes and coffee shops like Social Coffee, Zuivere Koffie, and Boerejongens. Retail and lifestyle services are represented by Ace, Alfonso, Brug34, De Juwelier, Es, Kindred Spirits, Naturel, Salon de Lingerie, Samsøe Samsøe, Sézane, The Preacher's son tatoo shop, We Are Labels, and Wolf Ware."
Noord-West,Entire home/apt,146,1,60,1.12,7,153,7,"The area features sports facilities, including Sportpark Melkweg."
Buitenveldert - Zuidas,Private room,70,3,146,2.89,1,19,11,"The area features Tennispark Buitenveldert, a dedicated sports centre for tennis."
Watergraafsmeer,Entire home/apt,155,28,10,0.31,1,0,0,"The surroundings feature recreational facilities including a table tennis pitch, a soccer pitch, and a playground, alongside a garden."
Bos en Lommer,Private room,47,2,176,3.36,2,49,18,"The area features the artwork Beeld van brons en steen and the green space Erasmuspark, which serves as a popular local park for outdoor recreation."
Centrum-Oost,Entire home/apt,240,3,168,3.46,1,192,34,"The area features a variety of dining options including Café Langereis, Restaurant 212, Ichisin Ramen Hokkaido, Lo Stivale d'Oro, La Panetteria, Ribs Factory, Salsa shop, and tasty burger, alongside nightlife spots like Air, Gollem, and Coffeeshop Kooi. Our House serves as a cultural landmark, acting as a museum dedicated to the history and evolution of electronic music."
Oud-Oost,Entire home/apt,92,4,21,0.4,1,0,3,"The area features dining and nightlife options including India Roti Room and Five Stars, alongside retail and services such as Bo-Mij, Bo-Rent, Flama Farah, The Plug, Spally's Kickboxing, and Velespit. These local spots provide a mix of daily necessities, fitness, and specialty shops."
Centrum-West,Entire home/apt,175,2,21,0.41,1,0,0,"The area features dining and cafes such as Cru, Hummus Bistro D&A, Ristorante Pepe, Roux, De Blaffende Vis, Hermanusje van Alles, and Mooi Mate, alongside services like Medicijnman Apotheek Jordaan, Westerstraat kapsalon, Westerstraat massage, and The Dental House. Cultural and recreational spots include Arttra and Kleine Atelier galleries, the Het Monumentje garden, the Noorderspeeltuin playground, and a soccer pitch. Het Monumentje is a local landmark that serves as a historic focal point for the neighborhood."
De Pijp - Rivierenbuurt,Entire home/apt,629,3,7,0.13,1,11,1,"The area features dining options like Linguini Trattoria, Petit Caron, and Locals Coffee, alongside retail and services including Van Beek Art Supplies, Shortcut & Hardwear, Five City Spa, Amsterdam Cosmetic Clinic, and Aston City Hotel. Local culture and nightlife are represented by the public artwork and the BonTon club."
Oud-Oost,Entire home/apt,105,3,3,0.06,1,0,0,"The area features Oosterpark, a significant green space that serves as a central recreational hub for the neighborhood. You can also find Café de Jeugd, which offers outdoor seating for dining and drinks."
Oud-Oost,Entire home/apt,130,5,4,0.08,1,0,0,"The area is defined by the presence of Oosterpark, a significant public park that serves as a central green space for the neighborhood."
