neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,surroundings_summary
De Pijp - Rivierenbuurt,Entire home/apt,279,4,16,0.21,1,0,0,"Nearby places include a garden, a supermarket named Albert Heijn, an alcohol store named Gall & Gall, a dry cleaning service named Zuid Stomerijen, and restaurants including I Love Sushi, Perry's Eethuis, and The Bab."
Centrum-Oost,Entire home/apt,147,5,147,2.13,1,293,10,"Nearby places include an ethiopian restaurant, an information center, an italian restaurant, a pub, and a restaurant, such as Café Scharrebier, Eenvistweevis, Entrepotdok, Kilimanjaro, and Verena."
De Baarsjes - Oud-West,Entire home/apt,629,1,19,0.25,1,68,1,"Nearby places include a marketplace called Ten Katemarkt, an ice cream shop called Massimo Gelato, a curtain store called Gordijnenhuis Madina, an electronics store called Cetas Satellite, and an italian restaurant called Spaghetteria Pasta Bar."
Oud-Oost,Entire home/apt,120,5,33,0.59,1,28,1,"The area includes a marketplace, a kebab fast food restaurant, and a cannabis shop, such as Dappermarkt, Beste Döner, and Happy People."
De Baarsjes - Oud-West,Entire home/apt,120,2,5,0.06,1,0,0,There is a garden nearby.
De Pijp - Rivierenbuurt,Entire home/apt,99,2,55,0.91,1,0,3,"The area includes a marketplace, restaurants, fast food, coffee shops, a supermarket, a chemist, a florist, a tailor, a hairdresser, a tattoo shop, fitness centres, and clothing stores, with examples such as Albert Cuyp-markt, Cabrón, Pizzeria da Michele, BagelBoy, Toko Hola, Drogisterij Yousef, De Plantenmarkt, Zyclone, Freshcut Zuid, Hachi.ink, HIIT FIT, Pilates For Her, and Hollywood Mode."
De Pijp - Rivierenbuurt,Entire home/apt,350,1,109,1.47,1,263,7,"The area includes a garden, a Japanese restaurant named En Japanese kitchen & Sake bar, and a pub named Loop51."
Zuid,Entire home/apt,333,7,10,0.14,1,319,0,"Nearby places include a bicycle shop, a playground, a park, a garden, and a pub, such as De fietsentuin, Legmeerplein, and Stadscafé van Mechelen."
Oostelijk Havengebied - Indische Buurt,Private room,125,3,100,2.31,1,141,9,"The area features outdoor seating and a sandwich fast food restaurant, such as Subway."
De Pijp - Rivierenbuurt,Private room,66,1,637,8.57,2,65,44,"Nearby places include a shoe store, post office, bakery, beauty salons, a South African pub, sushi and ramen restaurants, a DIY store, various fast food outlets, a massage parlor, a garden, a tailor, a billiards bar, a pet shop, a tobacco shop, and a cafe, such as Allrepair7, Badeta Koffiebranders, Broodje Popov, Café Biljart Van Wou, Daniele Dentici, Exotica, Have A Roll, Heemelrijck, KIKIBOBA, Lavina, Libas Kledingreparatie & Stomerij, Lion's Head Restaurant & Brewery, Me Gorgeous!, Otemba, Praxis, Rodja Hummus & More, Roopram Roti, Tabak- & Vapeshop Van Wou, Taste Like Chicken, Tewatashi, The Sunflower, Tjin's, Veranda Wellness & Spa, and Warung Mini Van Wou."
IJburg - Zeeburgereiland,Private room,45,180,333,4.29,2,189,0,"The nearby places include a bakery, such as De Bakkersfiets."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,125,2,27,0.35,1,323,0,"Nearby places include a butcher, travel agency, mobile phone stores, supermarket, restaurants, fast food, clothes shop, beauty salon, bakery, chemist, jewelry store, hairdresser, and garden, featuring locations such as Basirco Vlees, Hilal Reizen, Durmaz Telecom, Phone Home, M. Merkato, Bar Ristorante Gallizia, Ricardo's, Topkapi, Zondag, Saïdi, &Brows, Afaker, Asiya, Lara Hair and Beauty Cosmetics, Lechería, and Mitts."
Bos en Lommer,Entire home/apt,131,5,41,0.59,1,290,2,"The area includes a garden and a pub, such as Café de Fluiter."
Watergraafsmeer,Entire home/apt,125,4,38,0.63,1,0,0,"The area includes a garden, a playground, and a school, such as De Amstel."
Bos en Lommer,Entire home/apt,71,2,34,0.44,1,9,3,"The area includes a garden, information, and a soccer pitch."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,200,3,28,0.74,1,0,0,"Nearby places include a school like De Indische Buurtschool, restaurants such as Bar Ristorante Gallizia, Mirchi, Indonesia Indah, and 50 Shades of Döner, supermarkets like Java Markt and Nour, clothes shops such as Zeeman, and other establishments including Victoria Carpet Center, Tabakshop Java, IJs van Oost, and Barbershop Murat."
Centrum-Oost,Entire home/apt,295,3,165,2.32,2,311,9,"The area includes a theatre, a hotel, and a guest house, such as Koninklijk Theater Carré, The Bridge Hotel, and Houseboat Orpheus."
De Pijp - Rivierenbuurt,Private room,126,2,290,3.85,2,293,44,"The area includes electronics, mobile phone, coffee shop cafe, garden, and cannabis places, such as Elektrovisie and SuperFly."
De Pijp - Rivierenbuurt,Entire home/apt,175,4,44,0.58,1,0,3,There is a picnic table and a garden.
Centrum-West,Entire home/apt,180,1,15,0.21,1,0,0,"Nearby places include a police station, Hoofdbureau van Politie, and a falafel fast food restaurant, Dr. Falafel."
Oud-Oost,Entire home/apt,164,3,43,0.58,1,0,0,"The area includes a garden, a school, and a place of worship, such as Aldoende and Oosterparkkerk."
Westerpark,Entire home/apt,125,3,60,0.81,1,188,4,"The area includes a garden, a musical instrument shop, and a bicycle shop, such as Saxomania and Gregario Cycling Services."
Centrum-West,Entire home/apt,149,3,36,0.6,1,7,1,"The area includes a hairdresser and a tattoo shop, such as Frank Feijen and Rob Admiraal."
Zuid,Entire home/apt,220,2,21,0.31,1,0,0,There is a garden nearby.
Oostelijk Havengebied - Indische Buurt,Entire home/apt,100,3,24,0.32,1,0,0,"The nearby places include a garden and a school, such as De Indische Buurtschool."
Centrum-West,Entire home/apt,266,7,65,2.68,2,72,0,"Nearby places include an attraction, a restaurant, a nutrition supplements store, a garden, cannabis shops, a clothes store, a mediterranean fast food spot, a deli cafe, a guest house, and a pitch, featuring examples such as B&B Barangay, BrandMission, Dampkring, Las Marias, Maoz Falafel, Miss B by la Grotte, Popeye, Vinnies, and Vitaminstore."
Centrum-West,Private room,66,3,164,2.61,1,266,3,There is a garden nearby.
De Baarsjes - Oud-West,Entire home/apt,110,5,36,0.52,1,135,2,"Nearby places include telecommunication, houseware, optician, clothes, massage, turkish fast_food, money_transfer, convenience, dry_cleaning, variety_store, mobile_phone, hairdresser, bicycle, jewelry, and beauty shops such as Vodafone Ziggo, De Meesterslijpers, Hans Anders, Gekaapt, Project 86 Men, The Spa, Dönerland Eethuis, Moneytrans, De Indian Mart, Hong Kong Superstore, Nusselein, Ab-art, U Break I Fix Amsterdam, Mydollishhair, Cycle, and Nicole."
De Pijp - Rivierenbuurt,Entire home/apt,120,3,22,0.44,1,0,0,There is a garden nearby.
Centrum-Oost,Entire home/apt,325,2,68,1.15,1,201,4,The nearby attraction is Montelbaanstoren.
Centrum-Oost,Entire home/apt,185,2,41,0.64,1,38,3,"The area includes a playground and a park, such as De Stadstuin."
Bos en Lommer,Entire home/apt,200,2,83,1.12,1,22,3,"The area includes a place of worship, a graveyard, and information, such as Petruskerk and Sloterdijk."
Zuid,Entire home/apt,263,3,72,1.01,4,289,13,"The area includes a playground, Hotel Jan Luyken Amsterdam, a restaurant, a cosmetics store, a jewelry store, and clothes shops such as Cucinelli, Dior, Dolce & Gabbana, Hermès, Liu Jo, Maxies, Oger, Philipp Plein, The Kooples, and Wolford."
Westerpark,Private room,113,1,416,5.66,1,363,7,There is a picnic table nearby.
De Pijp - Rivierenbuurt,Entire home/apt,140,3,27,0.43,1,0,0,"The area includes a garden and a school, such as College ZUYD."
De Pijp - Rivierenbuurt,Private room,77,2,180,2.63,1,0,0,There is a garden nearby.
Zuid,Entire home/apt,200,3,28,0.65,1,237,3,"The area includes an italian restaurant, a pub, a clothes shop, a restaurant, and an arts centre, with locations such as Classico, George W.P.A., Gruter, Oska, and SBK / Galerie59."
Zuid,Entire home/apt,345,3,44,0.61,1,28,1,There is a garden nearby.
De Baarsjes - Oud-West,Private room,79,3,243,3.78,1,58,20,"The area includes a playground and a place of worship, such as Westermoskee."
Slotervaart,Entire home/apt,120,5,23,0.34,1,9,0,"The area includes a park, such as Rembrandtpark."
Oud-Oost,Entire home/apt,161,2,66,0.99,1,10,10,"The area includes a park and a garden, such as Wibautpark."
De Baarsjes - Oud-West,Entire home/apt,125,2,3,0.07,1,22,0,"The area includes a park, a fast food restaurant, an artwork, and an asian restaurant, such as Rembrandtpark, Lunch Hoek, Wolk, and Wok day&night."
Centrum-West,Entire home/apt,449,3,55,0.78,1,319,2,"Nearby places include a fitness centre and a garden, such as Double Shift."
Centrum-West,Entire home/apt,745,3,18,0.29,1,5,0,"The area includes restaurants, clothes shops, a pub, a vacant property, a gift shop, an interior decoration store, a French restaurant, a pastry shop, an arts centre, a shoe store, a tobacco shop, a deli, a hairdresser, and a stationery store, such as Bistro-Brasserie Bleu, Comme des Garcons Pocket, De Rode Hoed, and Likestationery."
Centrum-West,Entire home/apt,195,3,3,0.05,1,123,0,"The area includes an artwork and a playground, such as Energie en tijd."
Zuid,Entire home/apt,118,4,18,0.25,1,219,0,"The area includes a pet shop t Dierenhoekje, supermarkets Albert Heijn and Mensink, a bakery Kokkes, a coffee shop cafe Nomos, a greengrocer Klavertje, a fast food restaurant Wok Inn, a bicycle shop Daniel Tweewielers, a photo shop Victory's Foto Expres, a houseware store Simons Tafel, and a dentist De Tandenpraktijk."
De Baarsjes - Oud-West,Entire home/apt,144,2,20,0.38,1,154,4,"The area includes a garden, a place of worship, a car repair shop, a pizza restaurant, and a cannabis shop, such as Buurman & Buurman Eetwinkel De With, Centrumkings, El Marssa Coffeeshop, and Moskee an-Nour."
Centrum-West,Private room,150,2,179,2.58,2,0,0,"The area features restaurants, cafes, bicycle rentals, a tattoo shop, a gift shop, a convenience store, a hairdresser, a laundry, a frame shop, a breakfast restaurant, an events venue, and outdoor seating, including places like Akhnaton, All You Need, Bagels Sandwich Village, Barbershop Stardam, Humphrey's, La Zoccola del Pacioccone, Mortimer, OMG! Burger, Partout, Souvenir Supermarket, Tattoo & Gallery, The King, Wash Care, and Yellow Bike."
Centrum-Oost,Entire home/apt,247,2,46,0.65,1,0,0,"Nearby places include a pub, laundry, fast food, coffee shop, tattoo studio, pastry shop, hairdresser, garden, beauty shop, gift shop, and Indonesian restaurant, such as Le Patron, Wash Queen Laundry, Broodjeszaak Etenstijd, Luuk's Coffee, Underground Ink, Pinuku, Van Dulst Kappers, De Badjassenwinkel, Deninie, and Proper. Indofood."
Centrum-West,Entire home/apt,178,2,29,0.47,1,116,0,"Nearby places include a storage rental, outdoor seating, and a garden, such as BOXIE24 Opslag huren Amsterdam, Morlang, and Walem."
De Baarsjes - Oud-West,Entire home/apt,232,3,6,0.15,1,0,0,The nearby places include a bar called Flamingo's and an internet cafe called Citynet.
Buitenveldert - Zuidas,Entire home/apt,225,4,9,0.13,1,0,0,"The area includes a park, such as Beatrixpark."
Zuid,Private room,85,2,15,0.33,5,125,0,"The area includes a hotel, such as Hotel Jansen."
Centrum-West,Entire home/apt,111,2,73,1.03,1,262,5,"The area includes a darts bar and a gallery, such as Cafe de Muurbloem and Galerie Staaf."
Centrum-West,Private room,145,2,91,1.44,1,85,3,"The area includes an attraction, bicycle rental, tattoo shop, artwork, restaurant, cafe, chocolate shop, museum, and clothing store, such as Oude Kerk, Black Bikes, La Familia, de Wallen, American Bar-bq, Koffieschenkerij, Borstplaat, Les Deux Frêres, and Ganache."
Centrum-West,Private room,102,1,124,1.73,1,145,3,"The area includes a hotel and a public bookcase, such as Sebastian's."
De Baarsjes - Oud-West,Entire home/apt,207,3,43,0.62,1,0,0,"The area includes a restaurant, a school, and outdoor seating, such as Daalder and Het Sieraad."
De Baarsjes - Oud-West,Entire home/apt,149,7,12,0.19,1,7,1,"The area includes playgrounds, a tobacco shop, a restaurant, a supermarket, and a school, such as J.J. Cremerplein, De Zingende Zwaan, Serhat Market, A.S.K., and Brede School Annie M.G. Schmidt."
Oud-Oost,Entire home/apt,330,7,23,0.44,1,48,0,"The area includes a pub with outdoor seating, such as Brouwerij Poesiat & Kater."
Centrum-West,Entire home/apt,210,7,85,1.27,2,29,9,"Nearby places include a beauty center, a bar, a hotel, and a restaurant, such as Koan Float, A. van Wees Proeflokaal, Ambassade Hotel, and Brasserie Ambassade."
De Baarsjes - Oud-West,Private room,122,2,115,1.7,3,295,0,"Nearby places include a park and a pub, such as Vondelpark and Fijnkost."
De Pijp - Rivierenbuurt,Entire home/apt,200,3,32,0.48,1,0,0,There is a garden nearby.
De Baarsjes - Oud-West,Private room,122,2,101,1.49,3,289,0,"The area includes a park and a pub, such as Vondelpark and Fijnkost."
Centrum-Oost,Entire home/apt,320,5,11,0.22,1,0,0,"Nearby places include museums, a pub, and a hostel, such as the Hollandsche Schouwburg, Nationaal Holocaustmuseum, Cafe Eik en Linde, and The Elephant Hostel."
Westerpark,Entire home/apt,135,3,39,0.58,1,2,2,The area includes a garden.
Centrum-West,Entire home/apt,200,4,29,0.42,1,0,0,There is one playground nearby.
De Baarsjes - Oud-West,Entire home/apt,149,3,16,0.24,1,0,0,"The area includes a school, a supermarket named Lidl, and a playground featuring Muziekpakhuis."
Zuid,Entire home/apt,109,2,73,1.05,1,360,6,"The nearby place is a school, which is Tobiasschool."
Geuzenveld - Slotermeer,Private room,57,1,235,3.39,1,355,31,"The area includes a garden, a supermarket named Albert Heijn, and a mall named Winkelcentrum Plein '40-'45."
Westerpark,Entire home/apt,80,15,8,0.12,1,0,0,"The area features a garden and a bicycle shop, such as Gregario Cycling Services."
Centrum-West,Entire home/apt,250,3,66,0.98,3,355,1,"The area includes restaurants such as Black and Blue, Sichuan Food, and Sampurna, pubs like Bar BLEND and Taboo, as well as shops including Artem Bodywear, Bloemenmarkt, and Old Amsterdam Cheese Store."
Bos en Lommer,Entire home/apt,95,2,17,0.25,1,0,2,"The area includes a garden, a soccer pitch, a fountain, and a community centre, such as Mansveltschool."
De Pijp - Rivierenbuurt,Entire home/apt,150,2,9,0.14,1,0,0,"The area includes a brothel, a garden, a park, a fitness station, a public bookcase, and a cafe, featuring Gentlemen's Club Park 118, Sarphatipark, and Sol Coffee Bar."
Zuid,Entire home/apt,75,3,8,0.12,1,0,0,There is a garden nearby.
Oud-Oost,Entire home/apt,93,1,66,0.97,1,0,5,"The area includes a community centre, sports facility, Turkish restaurant, gallery, hairdresser, fashion accessories shop, pub, restaurant, supermarket, and school, with examples such as Jungle Amsterdam, Sportshop van Swinden, Nefis Etli Ekmek, Atelier Maja Krtsic art diary, Head 2 Head Nuray, Daniela Kastavarac, De Dapper, Eethuis Brasa, Lidl, and Kalemegdan."
De Baarsjes - Oud-West,Entire home/apt,120,3,18,0.28,1,184,0,There is one soccer pitch.
De Baarsjes - Oud-West,Entire home/apt,291,3,179,2.82,5,277,8,"The area contains a park and artworks, including Leidsebosje, Herman Heijermans, and Horizontale compositie."
De Pijp - Rivierenbuurt,Entire home/apt,110,3,41,0.62,1,0,6,"The nearby places include an arts centre, a garden, and a place of worship, such as Cinetol, Tempel / de Appel, and Theosophische Vereniging."
Westerpark,Entire home/apt,98,3,66,0.97,1,51,4,"Nearby places include a playground, garden, mobile phone shop, beauty salons, clothing store, and restaurant, such as Dandy Burger, E.S.M. Phone House, Enso, Juhique, Rolinka, and Semsema."
De Baarsjes - Oud-West,Entire home/apt,100,3,31,0.47,1,0,0,"The area includes a garden, a bar, a cannabis shop, an artwork, a fast food restaurant, and a clothes store, such as 156, Coffeeshop 158, Evert Snack, and Zeeman."
Watergraafsmeer,Entire home/apt,110,4,36,0.56,2,136,2,"Nearby places include a garden, a hairdresser named Dave Haircreations, a houseware store called Miele Witgoedcentrum, a wine shop called Pieksman wijnen, a car repair shop called Autobedrijf H. van Vliet, a dentist called Tandartspraktijk Brinkman, and a jewelry store called Edelsmeden Sohier & Gelderman."
De Baarsjes - Oud-West,Entire home/apt,103,2,277,4.07,1,59,19,"The area features a park, a cafe, and artwork, including Parkzuid and Vondelpark."
Centrum-West,Private room,117,1,170,2.92,16,359,14,"Nearby places include an attraction, museums, fast food outlets, brothels, bars, a restaurant, a place of worship, a tattoo shop, a clothes shop, and gift shops, such as de Wallen, Erotisch Museum, Casa Rosso, American Bar-bq, and Oude Kerk."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,79,5,8,0.15,1,0,0,There is a garden nearby.
Bos en Lommer,Entire home/apt,200,3,58,0.88,1,0,0,There is a garden nearby.
De Baarsjes - Oud-West,Entire home/apt,189,2,26,0.4,1,33,0,"This area includes a garden, a cat_food cafe, and a gift shop, such as Kattencafé Kopjes and Wild Whiskers."
Centrum-West,Private room,114,1,128,1.92,16,358,1,"The area includes an attraction, museums, fast food outlets, brothels, bars, a restaurant, a place of worship, a tattoo shop, a clothing store, and gift shops, such as de Wallen, Erotisch Museum, Casa Rosso, American Bar-bq, and Oude Kerk."
Noord-Oost,Entire home/apt,150,3,9,0.15,1,0,0,The area includes a basketball pitch and outdoor seating.
Oud-Oost,Entire home/apt,190,2,9,0.15,1,0,0,The area includes a playground and a garden.
Watergraafsmeer,Entire home/apt,250,3,3,0.08,1,53,0,There is a garden nearby.
Centrum-West,Entire home/apt,210,7,78,1.19,3,340,0,"Nearby places include a garden, clothes shops, a second-hand store, a cafe, a jewelry shop, a houseware store, an arts centre, a museum, an optician, and a cake cafe, such as Zipper Vintage Clothing, Art Zoo Museum, and Chocolaterie Pompadour."
De Baarsjes - Oud-West,Private room,47,2,205,3.86,2,22,23,There is a garden nearby.
Centrum-Oost,Private room,89,2,90,1.36,1,0,0,"Nearby places include attractions such as Leidseplein and Kleine-Gartmanplantsoen, a garden, cafes like Cafe in the City and Satellite Sportscafe, a guest house, restaurants such as Ron Gastrobar Paris and Piazzeta Romana, a bar, nightclubs including Club Candela and Club Up, a chinese restaurant called Yellow River, artwork, a hostel called Amsterdam Hostel Leidseplein, a cannabis shop, a pancake restaurant, an international cafe, and a burger fast food restaurant."
Oud-Oost,Entire home/apt,149,7,93,1.5,1,61,15,"Nearby places include a garden, pizza restaurants, a yoga fitness centre, a cafe, an italian restaurant, and a sandwich fast food shop, such as Café Bica, Dough Studio, Form, Loulou Pizzabar, PepeNero, and Saffraan aan de Amstel."
Oud-Oost,Entire home/apt,130,3,51,0.78,1,0,1,"Nearby places include an artwork, a laundry, a garden, a hotel, and a coffee shop cafe, such as Stooker Roasting Company, Wasserette Kastanjeplein, and World Explorers."
Centrum-West,Private room,131,2,42,0.88,2,0,6,There is one public bookcase.
Oud-Oost,Private room,85,2,35,0.54,1,33,0,"The area includes a garden, a playground, and a school, such as De Vijgenboom."
Oud-Noord,Entire home/apt,125,3,10,1.23,1,9,7,"The area includes a park, such as Noorderpark."
De Pijp - Rivierenbuurt,Private room,86,2,106,2.13,1,296,5,There is a garden nearby.
Westerpark,Entire home/apt,206,2,30,0.47,1,0,5,There is a garden nearby.
Westerpark,Entire home/apt,80,10,5,0.08,1,0,0,"The nearby places include a garden, a mobile phone shop, and beauty salons, such as E.S.M. Phone House, Rolinka, and Semsema."
IJburg - Zeeburgereiland,Private room,55,1,79,1.47,1,17,6,"Nearby places include a turkish restaurant, a coffee_shop cafe, clothes, and a playground, such as Merza, Espressofabriek, and Sarah Bridal."
Westerpark,Entire home/apt,260,2,11,2.46,3,116,6,"Nearby places include a pharmacy called Apotheek Amsterdam, a theatre called Het Veem Theater, a coworking space called Werkgebouw Het Veem, an art space called BAK, and a restaurant called Profilex."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,185,4,18,0.36,2,0,0,"Nearby places include a garden, picnic table, outdoor seating, hostel Stayokay Amsterdam Oost, internet cafe Cybersoek, cinema Studio/K, and bars Buurttafel Timorplein and The 5th."
Watergraafsmeer,Entire home/apt,100,3,20,0.31,1,0,0,"The nearby places include a playground and a school, such as De Amstel."
Westerpark,Entire home/apt,250,2,6,0.11,1,0,0,The area contains a park and a garden.
Oostelijk Havengebied - Indische Buurt,Entire home/apt,85,28,6,0.28,1,132,0,"Nearby places include a garden, childcare, travel agency, place of worship, public bookcase, garden centre, toys, repair, bakery, hairdresser, supermarket, bubble tea cafe, ice cream, furniture, and bar, such as De Balkonie, Vrije Kids, Fly2Travel, Elthetokerk, Casa Repair, Divan Patisserie, Haarstudio Royal, Bubble Trouble Tea, IJscuypje, Licht en Meubels, and Rum Barrel."
Centrum-West,Private room,118,2,108,1.75,1,73,29,"Nearby places include attractions such as Begijnhof, Postzegelmarkt, and Postzegelpark, a garden, museums including Amsterdam Museum and The Amsterdam Toy Museum, a Vietnamese restaurant called Hanoi Old Quarter Restaurant, furniture store Palbü, optician Lucies Amsterdam, hairdresser Haarbarbaar, antiques shop Ariadne, cafe Espresso Corner, clothes store NUNC, interior decoration, and a park."
De Baarsjes - Oud-West,Entire home/apt,275,3,4,0.08,1,0,0,"The nearby places include a bicycle shop called Giant, a car rental agency called Avis, and a fitness station called Movements."
De Baarsjes - Oud-West,Entire home/apt,200,2,39,0.69,1,34,1,"The area includes fast food, supermarkets, post offices, and shops for bags, repairs, clothes, laundry, and chemists, with examples such as The Burger Maffia, Aleppo Top, Bobos Chicken, DA drogist, and Pakketdienst de Kinker."
Bos en Lommer,Entire home/apt,99,2,9,0.14,1,0,0,"The area includes a soccer pitch and a school, such as Multatulischool."
Oud-Noord,Private room,72,1,224,3.58,1,75,19,There is a garden nearby.
De Baarsjes - Oud-West,Entire home/apt,87,1,204,3.23,1,158,28,"Nearby places include a restaurant, a pub, a playground, a beauty salon, a kindergarten, an artwork, a park, and a guest house, such as Beatrijs Smulders, Gertrude, Houseboat Lady Jane, SKIN, Slot Meesenstijn, and Toussaint."
Westerpark,Entire home/apt,189,2,48,0.76,1,4,2,"The nearby places include a park and a public bookcase, such as Domela Nieuwenhuisplantsoen."
De Pijp - Rivierenbuurt,Private room,71,1,304,4.87,1,250,8,"The area includes a park, a fountain, a garden, and a playground, such as Sarphatipark."
Centrum-West,Entire home/apt,349,7,36,0.58,6,63,6,"The area includes an attraction, clothes shops such as Jongejans, Zilch, and Zipper, an artwork, a garden, outdoor seating at Kobalt and Luba, a bakery, a cannabis shop called Coffeeshop Green Place, a juice bar called Jay's Juices, and a cheese shop called 't Kaaspunt, located near Amsterdamse Scheepvaartbuurt and Schumich."
Slotervaart,Entire home/apt,335,4,35,0.57,1,358,1,"The area includes a park, such as Staalmanpark."
Centrum-West,Entire home/apt,100,3,192,3.12,1,2,0,"The area includes a pub, a cafe, and a convenience store, such as Jardin, Café Thijssen, and De Oliewinkel."
Noord-West,Private room,54,1,133,2.29,1,20,8,There is a picnic table nearby.
Centrum-West,Private room,99,3,147,2.41,2,0,3,"The area includes attractions, pubs, tattoo shops, bars, laundries, cannabis shops, restaurants, hotels, hostels, massage centers, smartshops, information centers, and cafes, such as BackStage, Buster's, Charlie's Kitchen, China Si Chuan Restaurant, De Kroonprins, De Mallemoolen, De Ooievaar, Dolce Vita, Funny People, Het Karbeel, Hotel Bar Internationaal, Hotel De Koopermoolen, Hunters Coffee Shop, KTV Bar, Kam Yin, Kokopelli Smartshop, Laundromat Happy Inn, Louis Bar, Luxer, Mask Shop Venice, Massage Centrum, Old Nickel, Old Quarter, Omelegg, Pancakes, Prins Heerlijk, San Thomas, San Tommaso, Sint Olofskapel, Tattoo Peter, This ho(s)tel, Warmoesstraat, and Zeedijk."
De Pijp - Rivierenbuurt,Entire home/apt,250,2,32,0.57,1,341,4,"The area includes a garden, an indian restaurant, a cannabis shop, a bakery, a wine shop, a beauty store, a musical instrument shop, a ramen restaurant, a bar, a pub, a friture fast food place, an apartment, a deli, a convenience store, a second hand shop, and a coffee shop, with locations such as Badeta Koffiebranders, Café Bührs, Café Ruis, Coffeeshop Papillon, Drankerij, Grice Circular Fashion, Iambe, Kitchen Impossible, Miri Mary, New Pijp, Peppi, Sjiek, Strips, Super Fresh, and The String."
Westerpark,Entire home/apt,106,2,8,0.2,1,0,0,"Nearby places include a garden, a mobile phone shop, beauty salons, a clothes shop, a craft store, and restaurants such as Dandy Burger, E.S.M. Phone House, Enso, Juhique, Rip van Winkel's, Rolinka, and Semsema."
Westerpark,Private room,111,3,128,2.21,1,0,0,"The area includes a garden and a school, such as Vrijeschool Amsterdam West."
IJburg - Zeeburgereiland,Private room,74,1,20,0.33,10,0,0,"The area includes a thai restaurant, restaurants, marinas, and a school, such as KOH - Kitchen of Happiness, Caña IJburg, Haven Muider Compagnie, Haven WV IJburg, and Barstow."
Centrum-West,Private room,93,1,188,3.12,4,72,26,"The area includes restaurants such as La Cuisine Ronde and Oriole Garden Bistro, and the arts centre Vlaams Cultuurhuis de Brakke Grond."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,90,3,25,0.46,1,0,4,"The area includes a school, a garden, and a dentist, such as Flevoparkschool and Zeeburg Tandartsen."
Centrum-West,Private room,61,3,12,0.43,4,354,1,"Nearby places include museums such as Allard Pierson Museum and UvA Bijzondere Collecties, a cafe called De Laatste Kruimel, a university including UvA Binnengasthuisterrein, an attraction named Rederij Kooij, a ticket office for Rondvaart, a pastry shop, a Mexican restaurant named La Margarita, and a jewelry store called Lyppens."
Zuid,Entire home/apt,260,4,7,0.22,1,0,0,There is a garden nearby.
Bos en Lommer,Entire home/apt,175,2,34,0.71,1,0,5,"The area includes a garden, a soccer pitch, a table tennis pitch, and the Tijl Uilenspiegelschool."
De Baarsjes - Oud-West,Entire home/apt,250,4,19,0.32,1,284,2,"Nearby places include beauty salons, a restaurant, a pub, a playground, a kindergarten, artwork, a park, and a guest house, such as Beatrijs Smulders, Gertrude, Houseboat Lady Jane, SKIN, Slot Meesenstijn, The Laser Lab, and Toussaint."
Oud-Noord,Entire home/apt,360,1,154,2.81,3,270,15,The area features outdoor seating and a garden.
De Baarsjes - Oud-West,Private room,45,1,225,4.35,2,194,27,"The area features a field hockey pitch, a table tennis pitch, a basketball pitch, and playgrounds, including Balboaplein."
De Pijp - Rivierenbuurt,Private room,129,2,246,4.23,2,265,19,"The area includes a garden, a playground, and a pizza fast food restaurant such as Pizza Donna."
De Baarsjes - Oud-West,Entire home/apt,136,2,40,0.95,1,0,4,"The area includes a park, such as Rembrandtpark."
Westerpark,Entire home/apt,225,3,14,0.31,1,0,0,"The nearby place is a park, which includes Westerpark."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,134,3,34,0.6,1,0,0,"The area includes a marina, such as Jachthaven Piet Hein."
Zuid,Entire home/apt,224,2,41,0.86,4,341,2,"Nearby places include a supermarket, cheese shop, seafood shop, chemist, optician, health food store, juice fast food outlet, hotel, school, and houseware store, such as Albert Heijn, Alexanderhoeve, Centrale Vishandel, Etos, Pearle, Holland & Barrett, Oak Berry, Hampshire Hotel Beethoven, Hervormd Lyceum Zuid, and Fleur de Lys."
De Baarsjes - Oud-West,Entire home/apt,150,3,52,0.99,1,2,7,"Nearby places include a garden, pharmacy, supermarket, hotels, deli, bicycle shop, bed stores, Italian restaurant, bar, clothes shop, and cafe, with examples such as Albert Heijn, Black Bikes, Coco-mat, Effendy, Hotel ABBA, Huygens Place, Janus, Koffie Academie, Princess Hostel, STACH, Schooltje.nl, Trattoria Totò, and Wittop Koning."
De Pijp - Rivierenbuurt,Entire home/apt,133,7,21,1.33,1,190,9,"The area includes a garden, restaurants such as De Waaghals and ISSHIN, a wine shop called Craft Wine, a dancing school named Dans Dansen, a community centre called Buurtkamer Quellijn, a public bookcase, a juice restaurant named Rainbowls, a Japanese restaurant named Juno, and a hairdresser called De Föhnbar."
Centrum-Oost,Entire home/apt,350,2,45,0.89,1,81,2,"The area includes a music school, a garden, and a community centre, such as Muziekschool Amsterdam - Centrum/Oost and Soop."
