neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,surroundings_summary
De Baarsjes - Oud-West,Entire home/apt,100,3,31,0.47,1,0,0,"Garden: 156
Bar: 156
Cannabis: Coffeeshop 158
Artwork: 156
Fast food: Evert Snack
Clothes: Zeeman

The area reads as everyday-residential. The specific draws that make it so are Evert Snack and Zeeman, which are typical establishments serving the daily needs of local residents rather than tourists."
Watergraafsmeer,Entire home/apt,110,4,36,0.56,2,136,2,"garden: None
hairdresser: Dave Haircreations
houseware: Miele Witgoedcentrum
wine: Pieksman wijnen
car_repair: Autobedrijf H. van Vliet
dentist: Tandartspraktijk Brinkman
jewelry: Edelsmeden Sohier & Gelderman

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services including a dentist, a car repair shop, a hairdresser, and household appliance and wine retailers, which cater to the daily needs of local residents rather than tourists."
De Baarsjes - Oud-West,Entire home/apt,103,2,277,4.07,1,59,19,"Park: Vondelpark
Artwork: Parkzuid
Cafe: None

The area reads as tourist-prominent. The specific draw is Vondelpark, which is a world-famous landmark and major attraction."
Centrum-West,Private room,117,1,170,2.92,16,359,14,"attraction: de Wallen
museum: Erotisch Museum, Oude Kerk
fast_food: FEBO
brothel: Casa Rosso, Rooms belonging to My Red Light Foundation
bar: American Bar-bq, Black Tiger Bar, New Castle Bar, Old Bridge
restaurant: Anco
place_of_worship: The Tabernacle
tattoo: Excalibur
clothes: Les Deux Frêres
kebab fast_food: Baba Kebab
gift: Favorite Chicken, Grill-Bar Baby
friture fast_food: FEBO
burger fast_food: FEBO

The area reads as tourist-prominent. The specific draws that make it so are de Wallen, the Erotisch Museum, and the Oude Kerk, which are well-known landmarks that attract significant visitor traffic."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,79,5,8,0.15,1,0,0,"No places were provided in the list, so no nearby places can be named. The area cannot be classified as either tourist-prominent or everyday-residential based on the provided information."
Bos en Lommer,Entire home/apt,200,3,58,0.88,1,0,0,There are no places listed to categorize. The area cannot be assessed as either tourist-prominent or everyday-residential.
De Baarsjes - Oud-West,Entire home/apt,189,2,26,0.4,1,33,0,"cat_food cafe: Kattencafé Kopjes
gift: Wild Whiskers
garden: None

The area reads as tourist-prominent. The specific draw is Kattencafé Kopjes, which is a well-known destination for visitors seeking unique animal-themed experiences."
Centrum-West,Private room,114,1,128,1.92,16,358,1,"attraction: de Wallen
museum: Erotisch Museum, Oude Kerk
fast_food: FEBO
brothel: Casa Rosso, Rooms belonging to My Red Light Foundation
bar: American Bar-bq, Black Tiger Bar, New Castle Bar, Old Bridge
restaurant: Anco
place_of_worship: The Tabernacle
tattoo: Excalibur
clothes: Les Deux Frêres
kebab fast_food: Baba Kebab
gift: Favorite Chicken, Grill-Bar Baby
friture fast_food: FEBO
burger fast_food: FEBO

The area reads as tourist-prominent. The specific draws that make it so are de Wallen, Erotisch Museum, Oude Kerk, Casa Rosso, and Rooms belonging to My Red Light Foundation."
Noord-Oost,Entire home/apt,150,3,9,0.15,1,0,0,There are no places to list. The area reads as everyday-residential as there are no famous landmarks or attractions nearby.
Oud-Oost,Entire home/apt,190,2,9,0.15,1,0,0,"Place types: None
Area classification: Everyday-residential
Specific draws: None"
Watergraafsmeer,Entire home/apt,250,3,3,0.08,1,53,0,No places provided. The area cannot be categorized.
Centrum-West,Entire home/apt,210,7,78,1.19,3,340,0,"garden: De Vrije Academie
clothes: Dae, Rain Kiss, The Odder Side
second_hand: Zipper Vintage Clothing
cafe: Chocolaterie Pompadour
jewelry: Beadies Amsterdam
houseware: Motel a Miio
arts_centre: Art Zoo Museum
museum: Art Zoo Museum
optician: Ace & Tate
cake cafe: Profumo

The area reads as tourist-prominent. The presence of the Art Zoo Museum and specialized, boutique-style shops like Chocolaterie Pompadour and Zipper Vintage Clothing suggests a destination that caters to visitors exploring the city's unique retail and cultural offerings."
De Baarsjes - Oud-West,Private room,47,2,205,3.86,2,22,23,"No places were provided in the list, so no nearby places can be named. The area cannot be categorized as tourist-prominent or everyday-residential based on the provided information."
Centrum-Oost,Private room,89,2,90,1.36,1,0,0,"Attraction: Leidseplein, Tegen alle stromen in
Garden: Kleine-Gartmanplantsoen
Cafe: Cafe in the City, Easy Internet Cafe, Grand Café, Satellite Sportscafe
Guest_house: Amsterdam Hostel Leidseplein
Restaurant: Piazzeta Romana, Ron Gastrobar Paris
Bar: Palladium
Nightclub: Club Candela, Club Up
Chinese restaurant: Yellow River
Artwork: Get Down
Hostel: Amsterdam Hostel Leidseplein
Cannabis: The Bulldog Ex-Police Station
Pancake restaurant: Pancake Corner Restaurant
International cafe: Easy Internet Cafe
Burger fast_food: Burger King

The area reads as tourist-prominent. The specific draws that make it so are Leidseplein, which is a major entertainment square, and The Bulldog Ex-Police Station, a well-known landmark for visitors."
Oud-Oost,Entire home/apt,149,7,93,1.5,1,61,15,"garden: Saffraan aan de Amstel
pizza restaurant: Dough Studio, Loulou Pizzabar
yoga fitness_centre: Form
cafe: Café Bica
italian restaurant: PepeNero
sandwich fast_food: Saffraan aan de Amstel

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a local yoga fitness centre, multiple neighborhood pizza and Italian restaurants, and a cafe, which cater to the daily needs and routines of local residents rather than serving as major tourist landmarks."
Oud-Oost,Entire home/apt,130,3,51,0.78,1,0,1,"artwork: World Explorers
laundry: Wasserette Kastanjeplein
coffee_shop cafe: Stooker Roasting Company

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a local laundry facility and a neighborhood coffee roastery, which serve the daily needs of residents rather than catering to tourists."
Centrum-West,Private room,131,2,42,0.88,2,0,6,"Public bookcase: (none)

The area reads as everyday-residential, as there are no famous landmarks or attractions nearby."
Oud-Oost,Private room,85,2,35,0.54,1,33,0,"Garden: De Vijgenboom
Playground: De Vijgenboom
School: De Vijgenboom

The area reads as everyday-residential. The specific draws that make it so are that the list consists of a single local community facility, De Vijgenboom, which functions as a neighborhood-level amenity rather than a famous landmark or tourist attraction."
Oud-Noord,Entire home/apt,125,3,10,1.23,1,9,7,"park: Noorderpark

The area reads as everyday-residential, as the primary draw is Noorderpark, a local green space serving the surrounding neighborhood."
De Pijp - Rivierenbuurt,Private room,86,2,106,2.13,1,296,5,No places provided. The area cannot be categorized.
Westerpark,Entire home/apt,206,2,30,0.47,1,0,5,There are no places to list. The area does not read as tourist-prominent or everyday-residential.
Westerpark,Entire home/apt,80,10,5,0.08,1,0,0,"beauty: Rolinka, Semsema
garden: None
mobile_phone: E.S.M. Phone House

The area reads as everyday-residential. The specific draws are a local mobile phone shop and beauty establishments, which cater to the daily needs of residents rather than tourists."
IJburg - Zeeburgereiland,Private room,55,1,79,1.47,1,17,6,"Turkish restaurant: Merza
Coffee_shop cafe: Espressofabriek
Clothes: Sarah Bridal
Playground: None

The area reads as everyday-residential. The draws are local businesses such as a cafe, a bridal shop, and a restaurant, which serve the daily needs of residents rather than catering to tourists with famous landmarks or major attractions."
Westerpark,Entire home/apt,260,2,11,2.46,3,116,6,"Restaurant: BAK
Theatre: Het Veem Theater
Pharmacy: Apotheek Amsterdam
Coworking_space: Werkgebouw Het Veem
Art: Profilex

The area reads as everyday-residential. The specific draws that make it so are the presence of a local pharmacy, Apotheek Amsterdam, and a shared workspace, Werkgebouw Het Veem, which cater to the daily needs and professional routines of neighborhood residents rather than serving as major tourist landmarks."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,185,4,18,0.36,2,0,0,"Outdoor seating: The 5th
Hostel: Stayokay Amsterdam Oost
Internet cafe: Cybersoek
Cinema: Studio/K
Bar: The 5th
Picnic table: Buurttafel Timorplein
Garden: Buurttafel Timorplein

The area reads as everyday-residential. The specific draws that make it so are the presence of a local community hub like Buurttafel Timorplein, a neighborhood-focused digital access point like Cybersoek, and a local cultural venue like Studio/K, which serve the daily needs and social life of residents rather than catering to major tourist landmarks."
Watergraafsmeer,Entire home/apt,100,3,20,0.31,1,0,0,"Playground: De Amstel
School: De Amstel

The area reads as everyday-residential because it contains local community infrastructure like a school and a playground rather than famous landmarks or tourist attractions."
Westerpark,Entire home/apt,250,2,6,0.11,1,0,0,"The provided list contains no places; therefore, the area cannot be categorized."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,85,28,6,0.28,1,132,0,"Garden: De Balkonie
Childcare: Vrije Kids
Travel agency: Fly2Travel
Place of worship: Elthetokerk
Public bookcase: Het Lange Mes
Garden centre: Little Coconuts
Toys: Hodo Mobile
Repair: Casa Repair, Hodo Mobile
Bakery: Divan Patisserie
Hairdresser: Haarstudio Royal
Supermarket: Java Bookshop
Bubble tea cafe: Bubble Trouble Tea
Ice cream: IJscuypje
Furniture: Licht en Meubels
Bar: Rum Barrel
Books: Java Bookshop

The area reads as everyday-residential. The specific draws that make it so are the presence of essential services and local amenities such as Vrije Kids, Haarstudio Royal, Casa Repair, and various small shops like Divan Patisserie and Java Bookshop, which cater to the daily needs of local residents rather than international tourists."
Centrum-West,Private room,118,2,108,1.75,1,73,29,"attraction: Begijnhof, Postzegelmarkt, Palbü
garden: Begijnhof
museum: Amsterdam Museum, The Amsterdam Toy Museum
vietnamese restaurant: Hanoi Old Quarter Restaurant
furniture: NUNC
optician: Lucies Amsterdam
hairdresser: Haarbarbaar
antiques: Ariadne
cafe: Espresso Corner
clothes: Palbü
interior_decoration: NUNC
park: Postzegelpark

The area reads as tourist-prominent. The specific draws that make it so are the Amsterdam Museum, The Amsterdam Toy Museum, and the Begijnhof, which are well-known landmarks that attract significant visitor traffic."
De Baarsjes - Oud-West,Entire home/apt,275,3,4,0.08,1,0,0,"Bicycle: Giant
Car_rental: Avis
Fitness_station: Movements

The area reads as everyday-residential. The specific draws are the presence of a local bicycle shop, a car rental agency, and a fitness station, which serve the routine transportation and wellness needs of local residents rather than catering to visitors through famous landmarks or tourist attractions."
De Baarsjes - Oud-West,Entire home/apt,200,2,39,0.69,1,34,1,"Fast food: The Burger Maffia, The Burger Mafia, Finalemente Brasil
Supermarket: De Kinker
Post office: Pakketdienst de Kinker
Chicken fast food: Bobos Chicken
Bag: ByLima
Repair: Snel Repair
Clothes: Aleppo Top
Kebab fast food: Kinker
Laundry: 't Saotohuisje
Chemist: DA drogist

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services including a chemist, a post office, a laundry, a repair shop, and a supermarket, which cater to the daily needs of local residents rather than tourists."
Bos en Lommer,Entire home/apt,99,2,9,0.14,1,0,0,"School: Multatulischool
Soccer pitch: None

This area reads as everyday-residential. The specific draw is the presence of a local school, which serves the immediate community rather than acting as a tourist landmark."
Oud-Noord,Private room,72,1,224,3.58,1,75,19,"No places were provided in the list, so no nearby places can be named. The area cannot be categorized as tourist-prominent or everyday-residential based on the provided information."
De Baarsjes - Oud-West,Entire home/apt,87,1,204,3.23,1,158,28,"Restaurant: Gertrude
Pub: Toussaint
Playground: Slot Meesenstijn
Beauty: SKIN
Kindergarten: Beatrijs Smulders
Artwork: Houseboat Lady Jane
Park: Slot Meesenstijn
Guest_house: Houseboat Lady Jane

The area reads as everyday-residential. The specific draws that make it so are the presence of a kindergarten, a beauty salon, and a playground, which cater to the daily needs of local families and residents rather than transient visitors."
Westerpark,Entire home/apt,189,2,48,0.76,1,4,2,"park: Domela Nieuwenhuisplantsoen
public_bookcase: Domela Nieuwenhuisplantsoen

The area reads as everyday-residential. The specific draw is the Domela Nieuwenhuisplantsoen, which functions as a local green space and community amenity rather than a major tourist landmark."
De Pijp - Rivierenbuurt,Private room,71,1,304,4.87,1,250,8,"Park: Sarphatipark
Fountain: Sarphatipark
Garden: Sarphatipark
Playground: Sarphatipark

The area reads as everyday-residential. The specific draw that makes it so is Sarphatipark, which functions as a local neighborhood green space rather than a major tourist landmark."
Centrum-West,Entire home/apt,349,7,36,0.58,6,63,6,"attraction: Amsterdamse Scheepvaartbuurt
clothes: Jongejans, Zilch, Zipper
artwork: Luba
garden: Schumich
outdoor_seating: Kobalt, Amsterdamse Scheepvaartbuurt
bakery: Amsterdamse Scheepvaartbuurt
cannabis: Coffeeshop Green Place
juice: Jay's Juices
cheese: 't Kaaspunt

The area reads as everyday-residential. The specific draws that make it so are the presence of local staples such as 't Kaaspunt, Jay's Juices, and various clothing boutiques like Jongejans, Zilch, and Zipper, which cater to daily needs and local commerce rather than global tourism."
Slotervaart,Entire home/apt,335,4,35,0.57,1,358,1,"park: Staalmanpark

The area reads as everyday-residential. The specific draw is Staalmanpark, which serves as a local recreational space for the surrounding neighborhood rather than a destination for tourists."
Centrum-West,Entire home/apt,100,3,192,3.12,1,2,0,"Cafe: Café Thijssen
Convenience: De Oliewinkel
Pub: Jardin

The area reads as everyday-residential. The specific draws are the presence of a local cafe, a convenience store, and a neighborhood pub, which serve the daily needs of residents rather than catering to visitors through famous landmarks or major tourist attractions."
Noord-West,Private room,54,1,133,2.29,1,20,8,"Place types: picnic_table (1)

Area classification: everyday-residential. The area contains no specific draws or landmarks."
Centrum-West,Private room,99,3,147,2.41,2,0,3,"attraction: Mask Shop Venice, Sint Olofskapel
pub: BackStage, De Mallemoolen, De Ooievaar, Old Nickel, Old Quarter
tattoo: Tattoo Peter
bar: Hotel Bar Internationaal, Louis Bar
laundry: Laundromat Happy Inn
cannabis: Hunters Coffee Shop
chinese restaurant: China Si Chuan Restaurant
hotel: De Kroonprins, Hotel De Koopermoolen, Luxer, This ho(s)tel
restaurant: Buster's, Charlie's Kitchen, Dolce Vita, Funny People, Het Karbeel, Kam Yin, San Thomas
party: San Tommaso
hostel: Prins Heerlijk
massage: Massage Centrum
smartshop: Kokopelli Smartshop
information: Warmoesstraat
egg restaurant: Omelegg
cafe: KTV Bar, Zeedijk
pancake restaurant: Pancakes

The area reads as tourist-prominent. The presence of multiple hotels, a hostel, a mask shop, a smartshop, and a pancake restaurant indicates a high density of visitor-focused amenities typical of a central, high-traffic tourist district."
De Pijp - Rivierenbuurt,Entire home/apt,250,2,32,0.57,1,341,4,"garden: Iambe
indian restaurant: Miri Mary
cannabis: Coffeeshop Papillon
bakery: Iambe
wine: Drankerij
beauty: Peppi
musical_instrument: The String
ramen restaurant: Kitchen Impossible
bar: Café Ruis
pub: Café Bührs
friture fast_food: Sjiek
apartment: New Pijp
deli: Super Fresh
convenience: Super Fresh
second_hand: Grice Circular Fashion
coffee_shop cafe: Badeta Koffiebranders

The area reads as everyday-residential. The specific draws that make it so are the presence of a local apartment complex, a neighborhood bakery, a convenience store, and a variety of local cafes and pubs that serve the daily needs of residents rather than catering to major tourist landmarks or attractions."
Westerpark,Entire home/apt,106,2,8,0.2,1,0,0,"garden: Rip van Winkel's
mobile_phone: E.S.M. Phone House
beauty: Enso, Rolinka
clothes: Juhique
restaurant: Semsema
burger fast_food: Dandy Burger

The area reads as everyday-residential. The specific draws are local services like E.S.M. Phone House, beauty salons Enso and Rolinka, a clothing store Juhique, and neighborhood dining options like Semsema and Dandy Burger, which cater to the daily needs of residents rather than tourists."
Westerpark,Private room,111,3,128,2.21,1,0,0,"Garden: None
School: Vrijeschool Amsterdam West

The area reads as everyday-residential. The specific draw is the Vrijeschool Amsterdam West, which serves the local community rather than acting as a tourist landmark."
IJburg - Zeeburgereiland,Private room,74,1,20,0.33,10,0,0,"thai restaurant: KOH - Kitchen of Happiness
restaurant: Barstow, Caña IJburg
marina: Haven Muider Compagnie, Haven WV IJburg
school: None

This area reads as everyday-residential. The specific draws are the local dining options and the marinas, which cater to the daily needs and leisure activities of local residents rather than serving as major tourist landmarks."
Centrum-West,Private room,93,1,188,3.12,4,72,26,"Restaurant: La Cuisine Ronde, Oriole Garden Bistro
Arts centre: Vlaams Cultuurhuis de Brakke Grond

The area reads as tourist-prominent. The presence of Vlaams Cultuurhuis de Brakke Grond, a well-known cultural institution located in the heart of Amsterdam, draws visitors to the area for arts and performance events."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,90,3,25,0.46,1,0,4,"School: Flevoparkschool
Garden: Flevopark
Dentist: Zeeburg Tandartsen

The area reads as everyday-residential. The specific draws are the local school and the neighborhood dental clinic, which serve the daily needs of local residents rather than catering to tourists."
Centrum-West,Private room,61,3,12,0.43,4,354,1,"museum: Allard Pierson Museum, UvA Bijzondere Collecties
cafe: De Laatste Kruimel
university: UvA Binnengasthuisterrein
attraction: Rederij Kooij
ticket: Rondvaart
pastry: De Laatste Kruimel
mexican restaurant: La Margarita
jewelry: Lyppens

The area reads as tourist-prominent. The specific draws that make it so are the Allard Pierson Museum, Rederij Kooij, and Rondvaart, which are major sightseeing and canal-tour attractions located in the historic center of Amsterdam."
Zuid,Entire home/apt,260,4,7,0.22,1,0,0,No places provided. The area cannot be categorized.
Bos en Lommer,Entire home/apt,175,2,34,0.71,1,0,5,"School: Tijl Uilenspiegelschool

The area reads as everyday-residential. The presence of a school indicates a neighborhood focused on local community and family life rather than tourism."
De Baarsjes - Oud-West,Entire home/apt,250,4,19,0.32,1,284,2,"beauty: Beatrijs Smulders, SKIN
restaurant: Toussaint
pub: Gertrude
playground: Slot Meesenstijn
kindergarten: The Laser Lab
artwork: Houseboat Lady Jane
park: Slot Meesenstijn
guest_house: Houseboat Lady Jane

The area reads as everyday-residential. The specific draws that make it so are the presence of a kindergarten, a playground, and local beauty and dining establishments, which serve the daily needs of residents rather than catering to large-scale tourism."
Oud-Noord,Entire home/apt,360,1,154,2.81,3,270,15,"Place types: outdoor_seating (1), garden (1)

The area reads as everyday-residential. There are no specific draws or landmarks listed to suggest a tourist-prominent destination."
De Baarsjes - Oud-West,Private room,45,1,225,4.35,2,194,27,"Field hockey pitch: Balboaplein
Table tennis pitch: Balboaplein
Basketball pitch: Balboaplein
Playground: Balboaplein, Balboaplein

The area reads as everyday-residential. The specific draws that make it so are the inclusion of multiple local recreational facilities like a playground, basketball pitch, table tennis pitch, and field hockey pitch, which are typical amenities for neighborhood community use rather than major tourist landmarks."
De Pijp - Rivierenbuurt,Private room,129,2,246,4.23,2,265,19,"pizza fast_food: Pizza Donna

The area reads as everyday-residential, as it lacks famous landmarks or major tourist attractions."
De Baarsjes - Oud-West,Entire home/apt,136,2,40,0.95,1,0,4,"park: Rembrandtpark

The area reads as everyday-residential, as the primary draw is Rembrandtpark, a local green space used primarily by residents for recreation and leisure rather than a destination for international tourists."
Westerpark,Entire home/apt,225,3,14,0.31,1,0,0,"park: Westerpark

The area reads as everyday-residential, as the draw is Westerpark, a local green space primarily serving the recreational needs of nearby residents."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,134,3,34,0.6,1,0,0,"marina: Jachthaven Piet Hein

The area reads as everyday-residential. The specific draw is the local boating infrastructure provided by Jachthaven Piet Hein, which serves the recreational needs of the immediate community rather than acting as a major tourist landmark."
Zuid,Entire home/apt,224,2,41,0.86,4,341,2,"School: Hervormd Lyceum Zuid
Hotel: Hampshire Hotel Beethoven
Houseware: Fleur de Lys
Juice fast_food: Oak Berry
Chemist: Etos
Optician: Pearle
Health_food: Holland & Barrett
Cheese: Alexanderhoeve
Supermarket: Albert Heijn
Seafood: Centrale Vishandel

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as a supermarket (Albert Heijn), a chemist (Etos), an optician (Pearle), and specialized food shops (Alexanderhoeve, Centrale Vishandel) that cater to the daily needs of local residents rather than tourists."
De Baarsjes - Oud-West,Entire home/apt,150,3,52,0.99,1,2,7,"Garden: Schooltje.nl
Pharmacy: Wittop Koning
Supermarket: Albert Heijn
Hotel: Hotel ABBA, Huygens Place, Princess Hostel
Deli: STACH
Bicycle: Black Bikes
Bed: Coco-mat, Janus
Italian restaurant: Trattoria Totò
Bar: Effendy
Clothes: (None)
Coffee_shop cafe: Koffie Academie

The area reads as everyday-residential. While there are hotels present, the specific draws such as the supermarket Albert Heijn, the deli STACH, the pharmacy Wittop Koning, and the local bicycle shop Black Bikes indicate a neighborhood geared toward the daily needs of residents rather than a hub for major tourist landmarks."
De Pijp - Rivierenbuurt,Entire home/apt,133,7,21,1.33,1,190,9,"Garden: Juno
Restaurant: De Waaghals, Rainbowls
Wine: Craft Wine
Dancing_school: Dans Dansen
Community_centre: Buurtkamer Quellijn
Public_bookcase: De Föhnbar
Juice restaurant: Rainbowls
Japanese restaurant: ISSHIN
Hairdresser: De Föhnbar

The area reads as everyday-residential. The specific draws that make it so are the presence of a community centre like Buurtkamer Quellijn, a local hairdresser like De Föhnbar, and a variety of neighborhood-focused dining and leisure spots like De Waaghals, ISSHIN, and Dans Dansen, which cater to local residents rather than international tourists."
Centrum-Oost,Entire home/apt,350,2,45,0.89,1,81,2,"music_school: Muziekschool Amsterdam - Centrum/Oost
garden: Soop
community_centre: Soop

The area reads as everyday-residential. The specific draws are the community-focused services provided by Soop and the local educational opportunities offered by Muziekschool Amsterdam - Centrum/Oost, which cater to residents rather than serving as major tourist landmarks."
Centrum-West,Entire home/apt,175,2,34,0.62,1,20,7,"Attraction: Kobalt
Supermarket: Daily Fresh
Wine: Chabrol Wines
French restaurant: Bistrot Neuf
Bakery: Jojo Sweet
Indian restaurant: Namaskar, Rangoli
Cannabis: Coffeeshop Green Place, Luba
Gift: It's a present, Schumich
Clothes: Daskas, Miss B by la Grotte, Rumors, Vintage Island
Juice: Jay's Juices
Bag: Zipper
Newsagent: Cigo
Mobile_phone: Haarlemmer electronica
Fast_food: Las Marias
Restaurant: Mono
Cheese: 't Kaaspunt
Cafe: Jongejans
Regional cafe: Jongejans
Garden: Kobalt

The area reads as everyday-residential. While there is one attraction, the presence of a supermarket, bakery, newsagent, mobile phone repair shop, and multiple clothing and specialty food stores like the cheese shop and wine merchant indicates a neighborhood primarily serving the daily needs of local residents rather than a hub for tourists."
Oud-Noord,Entire home/apt,225,3,19,0.34,1,0,1,"No nearby places were provided in the list. Therefore, the area cannot be categorized as tourist-prominent or everyday-residential."
Buitenveldert - Zuidas,Entire home/apt,166,3,15,0.33,1,56,0,"fitness_centre: Trainmore

The area reads as everyday-residential. The specific draw is the presence of a local fitness centre, which serves the daily health and wellness needs of neighborhood residents rather than catering to visitors or tourists."
Oud-Oost,Entire home/apt,150,3,21,0.38,1,0,0,"Park: Afrikanerplein
Surinamese fast_food: Eethuis Parie
Garden: Afrikanerplein

The area reads as everyday-residential. The specific draws are the local park and neighborhood eatery, which serve the daily needs of residents rather than catering to tourists."
Oud-Noord,Private room,103,2,120,2.57,1,242,4,"Apartment: Aparthotel North

The area reads as everyday-residential, as the only draw is Aparthotel North."
Centrum-Oost,Entire home/apt,174,3,286,5.25,1,57,59,"hotel: Amstel Canal Guest House
clothes: Marbles Vintage, Vet Du Nord
jewelry: The Antique Ring Shop, Zamalia
deli: Sterk Staaltje
coffee: Zooful
viewpoint: Kota
gift: @droog
cafe: ABCND STORE
thai restaurant: Krua Thai
cosmetics: DSIGN
fashion_accessories: DSIGN

The area reads as tourist-prominent. The specific draws that make it so are the Amstel Canal Guest House, which caters to visitors, and the presence of unique, specialized retail destinations like @droog and Marbles Vintage that are typical of high-traffic, sightseeing-heavy districts in Amsterdam."
Bos en Lommer,Entire home/apt,139,4,2,0.04,1,0,0,"The provided list contains no places; therefore, the area cannot be categorized as tourist-prominent or everyday-residential based on the input."
IJburg - Zeeburgereiland,Entire home/apt,300,3,57,1.05,1,350,8,"Place types: none.

The area reads as everyday-residential, as there are no specific draws or landmarks listed."
Centrum-Oost,Entire home/apt,190,4,10,0.23,1,0,0,"Place types: soccer pitch (1)

The area reads as everyday-residential, as there are no famous landmarks or attractions nearby."
Centrum-West,Private room,130,3,22,0.48,1,1,0,"tea: Formocha

The area reads as everyday-residential, as it lacks famous landmarks or major tourist attractions, with the draw being a local business serving the immediate community."
Centrum-Oost,Entire home/apt,207,2,145,2.77,1,257,10,"Nightclub: Cooldown Cafe Rembrandtplein, John Doe
Hotel: Eden Hotel Amsterdam
Coffee_shop cafe: Screaming Beans
Vacant: 
French restaurant: Brasserie Flo
Restaurant: Graphite by Peter Gast

The area reads as tourist-prominent. The specific draws that make it so are the Eden Hotel Amsterdam and the nightlife venues located at Rembrandtplein, which is a major hub for visitors in the city."
Oud-Oost,Entire home/apt,158,5,24,0.43,1,0,0,"university: Amstelcampus
restaurant: Amstelhaven

The area reads as everyday-residential. The specific draws are a university campus and a local restaurant, which serve the daily needs of students and neighborhood residents rather than catering to tourists or major sightseeing attractions."
De Pijp - Rivierenbuurt,Entire home/apt,150,7,37,0.7,3,64,3,"beauty: Skin Project Institute
convenience: FermentFabriek
hairdresser: Hairstudio Pu-ma
musical_instrument: Résonance
vacant: (None)
language_school: Taalhuis Amsterdam
bicycle_rental: Ajax Bike
dentist: Dental 220
pub: Café De Baron
garden: (None)

The area reads as everyday-residential. The specific draws that make it so are the presence of local services such as Dental 220, Hairstudio Pu-ma, and Taalhuis Amsterdam, which cater to the regular needs of neighborhood residents rather than international tourists."
Geuzenveld - Slotermeer,Entire home/apt,184,4,11,0.21,1,0,0,"Place types: playground (1)

The area reads as everyday-residential, as there are no famous landmarks or attractions nearby."
Geuzenveld - Slotermeer,Entire home/apt,149,3,10,0.19,1,1,2,"park: Sloterpark
marina: De Duikelaar

The area reads as everyday-residential. The specific draw is Sloterpark, which serves as a local recreational space for residents rather than a destination for international tourism."
De Pijp - Rivierenbuurt,Entire home/apt,124,2,30,0.78,1,30,0,"Clothes: 7115 by Szeki, Aiche, All The Luck In The World, Elcie, Everyday Hero, Felice, June Amsterdam, Just Waldo, Kilo Store, Lois, Spetters Mode, Tally-ho
Bed: Amsterdamse Matrassencentrale
Fitness fitness_centre: The Workout Lab
Jewelry: Anna+Nina, Charlotte de Koomen, MC Jewels
Leather: Di Napoli Lederwaren
Books: Fenix Books
Beauty: American Nails
Sandwich cafe: Broodje Gerard
Vacant: Verse
Interior_decoration: Living-in By Romy's, Brick Lane
Restaurant: The Butcher, Carletto
Butcher: De Franse Slager Alain Bernard, Slagerij Zuid
Italian restaurant: C'est Chau
Fashion_accessories: Aiche
Vietnamese restaurant: Pho 91
Seafood: Vishandel Molenaar
Party: De Kinderfeestwinkel
Cannabis_coffee_shop cannabis: Coffeeshop Club Media
Marketplace: Albert Cuyp-markt

The area reads as tourist-prominent. The specific draw that makes it so is the Albert Cuyp-markt, a famous landmark and major attraction that draws significant foot traffic to the neighborhood."
De Pijp - Rivierenbuurt,Entire home/apt,305,3,26,0.49,1,162,0,"hairdresser: Elisabeth Haarmode, Haar In De Wind
alcohol: C. Tuinder & Zn
garden: C. Tuinder & Zn
vacant: C. Tuinder & Zn
wine: De wijnimport van Arrebol
beauty: Beauty & Mind
shoes: C. Tuinder & Zn

The area reads as everyday-residential. The specific draws that make it so are the presence of local service-oriented businesses such as hairdressers, a beauty salon, and a wine importer, which cater to the daily needs of local residents rather than tourists."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,140,3,5,0.09,1,0,0,"Marina: Jachthaven Piet Hein

The area reads as everyday-residential. The specific draw is Jachthaven Piet Hein, which functions as a local recreational facility for boat owners rather than a major tourist attraction."
De Baarsjes - Oud-West,Entire home/apt,290,3,6,0.13,1,9,0,"Restaurant: Annapurna, Overtone Bistro
Pizza restaurant: De Pizzabakkers
Veterinary: Dierenkliniek Overtoom
Spanish restaurant: Parallel
Coffee_shop cafe: YNK
Hairdresser: Pieter Bas

The area reads as everyday-residential. The specific draws that make it so are the presence of a local veterinary clinic, a hairdresser, and a variety of neighborhood dining options that cater to daily needs rather than major tourist landmarks."
Zuid,Entire home/apt,120,7,7,0.13,1,0,0,"Cannabis: Coffeeshop Pacific
Dentist: Tandartspraktijk de ZuidAs
Garden: None

The area reads as everyday-residential. The specific draws that make it so are the presence of a local dental practice, Tandartspraktijk de ZuidAs, which serves the routine health needs of the neighborhood population."
