neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,surroundings_summary
Oostelijk Havengebied - Indische Buurt,Entire home/apt,100,3,24,0.32,1,0,0,"De Indische Buurtschool is located in the immediate vicinity of a local garden. This school serves as the primary educational facility in the area.

[tier: mid | anchors: De Indische Buurtschool | character: educational and green]"
Centrum-West,Entire home/apt,266,7,65,2.68,2,72,0,"You can visit the nearby Dampkring and Popeye for cannabis or enjoy a meal at Maoz Falafel. These locations are situated close to Vinnies and BrandMission.

[tier: mid | anchors: Dampkring, Popeye, Maoz Falafel | character: urban local vibe]"
Centrum-West,Private room,66,3,164,2.61,1,266,3,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: quiet empty space]"
De Baarsjes - Oud-West,Entire home/apt,110,5,36,0.52,1,135,2,"You can find Vodafone Ziggo and Hans Anders located in the immediate vicinity. These establishments are situated near Gekaapt and De Meesterslijpers.

[tier: mid | anchors: Vodafone Ziggo, Hans Anders, Gekaapt, De Meesterslijpers | character: diverse local retail]"
De Pijp - Rivierenbuurt,Entire home/apt,120,3,22,0.44,1,0,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Centrum-Oost,Entire home/apt,325,2,68,1.15,1,201,4,"Montelbaanstoren is a historic 16th-century tower located along the Oudeschans canal in Amsterdam. This landmark serves as a prominent example of the city's rich architectural heritage.

[tier: premium | anchors: Montelbaanstoren | character: historic canal tower]"
Centrum-Oost,Entire home/apt,185,2,41,0.64,1,38,3,"De Stadstuin is a local park that features a playground for children to enjoy.

[tier: mid | anchors: De Stadstuin | character: green urban space]"
Bos en Lommer,Entire home/apt,200,2,83,1.12,1,22,3,"Petruskerk is a local place of worship located near the historic site of Sloterdijk. You can find information about the area at the nearby Sloterdijk station.

[tier: mid | anchors: Petruskerk, Sloterdijk | character: historic local charm]"
Zuid,Entire home/apt,263,3,72,1.01,4,289,13,"Hotel Jan Luyken Amsterdam is located near luxury retailers such as Dior and Tiffany & Company. You can also find high-end fashion at Cucinelli and Hermès within the immediate vicinity.

[tier: premium | anchors: Hotel Jan Luyken Amsterdam, Dior, Tiffany & Company | character: luxury fashion hub]"
Westerpark,Private room,113,1,416,5.66,1,363,7,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet outdoor space]"
De Pijp - Rivierenbuurt,Entire home/apt,140,3,27,0.43,1,0,0,"College ZUYD is situated in the immediate vicinity of the local garden.

[tier: mid | anchors: College ZUYD | character: educational and green]"
De Pijp - Rivierenbuurt,Private room,77,2,180,2.63,1,0,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location]"
Zuid,Entire home/apt,200,3,28,0.65,1,237,3,"You can dine at Classico or enjoy a drink at George W.P.A. before visiting the nearby Gruter, Oska, and SBK / Galerie59.

[tier: premium | anchors: Classico, George W.P.A., Gruter, Oska, SBK / Galerie59 | character: vibrant cultural hub]"
Zuid,Entire home/apt,345,3,44,0.61,1,28,1,"There are no nearby places to list in this area.

[tier: budget | anchors: none | character: quiet and empty]"
De Baarsjes - Oud-West,Private room,79,3,243,3.78,1,58,20,"Westermoskee is located in the immediate vicinity of a local playground. 

[tier: mid | anchors: Westermoskee | character: cultural community hub]"
Slotervaart,Entire home/apt,120,5,23,0.34,1,9,0,"Rembrandtpark is a large public green space located in the western part of the city. It offers various walking paths and recreational areas for visitors to enjoy.

[tier: mid | anchors: Rembrandtpark | character: peaceful urban park]"
Oud-Oost,Entire home/apt,161,2,66,0.99,1,10,10,"Wibautpark is a local green space located in the immediate vicinity. This area provides a quiet setting for outdoor recreation.

[tier: mid | anchors: Wibautpark | character: peaceful urban retreat]"
De Baarsjes - Oud-West,Entire home/apt,125,2,3,0.07,1,22,0,"Rembrandtpark is a large green space located near the artwork known as Wolk. You can also find dining options at Lunch Hoek and Wok day&night nearby.

[tier: mid | anchors: Rembrandtpark, Wolk, Lunch Hoek, Wok day&night | character: vibrant urban hub]"
Centrum-West,Entire home/apt,449,3,55,0.78,1,319,2,"Double Shift is a fitness centre located in the area. There is also a garden nearby.

[tier: mid | anchors: Double Shift | character: active local hub]"
Centrum-West,Entire home/apt,745,3,18,0.29,1,5,0,"Bistro-Brasserie Bleu and Café de Klepel are located in the immediate vicinity. You can also find De laatste kruimel and Twee Prinsen nearby.

[tier: premium | anchors: Bistro-Brasserie Bleu, Café de Klepel | character: historic city charm]"
Centrum-West,Entire home/apt,195,3,3,0.05,1,123,0,"Energie en tijd is an artwork located near a playground.

[tier: mid | anchors: Energie en tijd | character: artistic public space]"
Zuid,Entire home/apt,118,4,18,0.25,1,219,0,"You can find fresh produce at Klavertje and groceries at Albert Heijn. Nearby services include the bicycle shop Daniel Tweewielers and the pet store 't Dierenhoekje.

[tier: mid | anchors: Albert Heijn, Klavertje, Daniel Tweewielers, 't Dierenhoekje | character: local neighborhood hub]"
De Baarsjes - Oud-West,Entire home/apt,144,2,20,0.38,1,154,4,"Moskee an-Nour is located near the pizza restaurant Buurman & Buurman Eetwinkel De With. El Marssa Coffeeshop and Centrumkings are also situated in the immediate vicinity.

[tier: mid | anchors: Moskee an-Nour, Buurman & Buurman Eetwinkel De With | character: urban local hub]"
Centrum-West,Private room,150,2,179,2.58,2,0,0,"You can visit Bagels Sandwich Village or enjoy a meal at Humphrey's. These establishments are located near the local landmarks Akhnaton and Mortimer.

[tier: mid | anchors: Akhnaton, Mortimer | character: lively urban hub]"
Centrum-Oost,Entire home/apt,247,2,46,0.65,1,0,0,"You can grab a coffee at Luuk's Coffee or enjoy a meal at Proper. Indofood nearby. Other local options include Wash Queen Laundry and the tattoo studio Underground Ink.

[tier: mid | anchors: Luuk's Coffee, Proper. Indofood | character: urban local hub]"
Centrum-West,Entire home/apt,178,2,29,0.47,1,116,0,"Morlang and Walem offer outdoor seating in the city. BOXIE24 Opslag huren Amsterdam provides storage rental services nearby.

[tier: mid | anchors: Morlang, Walem, BOXIE24 Opslag huren Amsterdam | character: vibrant urban hub]"
De Baarsjes - Oud-West,Entire home/apt,232,3,6,0.15,1,0,0,"Citynet is an internet cafe located near the bar known as Flamingo's.

[tier: mid | anchors: Citynet, Flamingo's | character: social urban hub]"
Buitenveldert - Zuidas,Entire home/apt,225,4,9,0.13,1,0,0,"Beatrixpark is a spacious green area located in the city. It offers walking paths and recreational spaces for visitors.

[tier: premium | anchors: Beatrixpark | character: serene urban oasis]"
Zuid,Private room,85,2,15,0.33,5,125,0,"Hotel Jansen is located in the immediate vicinity. This property serves as the primary accommodation option in the area.

[tier: mid | anchors: Hotel Jansen | character: modern urban hub]"
Centrum-West,Entire home/apt,111,2,73,1.03,1,262,5,"Galerie Staaf is a local gallery located near Cafe de Muurbloem, which serves as a darts bar.
[tier: mid | anchors: Cafe de Muurbloem, Galerie Staaf | character: artistic social hub]"
Centrum-West,Private room,145,2,91,1.44,1,85,3,"You can visit Oude Kerk and enjoy a coffee at Koffieschenkerij nearby. Other options in the area include Black Bikes for rentals and Ganache for sweets.

[tier: mid | anchors: Oude Kerk, Koffieschenkerij | character: historic city center]"
Centrum-West,Private room,102,1,124,1.73,1,145,3,"Sebastian's is a hotel located near a public_bookcase.

[tier: premium | anchors: Sebastian's | character: quiet and cozy]"
De Baarsjes - Oud-West,Entire home/apt,207,3,43,0.62,1,0,0,"Daalder is a restaurant that offers outdoor seating, while Het Sieraad serves as a school in the local area. [tier: premium | anchors: Daalder, Het Sieraad | character: refined urban hub]"
De Baarsjes - Oud-West,Entire home/apt,149,7,12,0.19,1,7,1,"Brede School Annie M.G. Schmidt is located near the playground J.J. Cremerplein. You can also find Serhat Market and the restaurant A.S.K. in this area.

[tier: mid | anchors: Brede School Annie M.G. Schmidt, J.J. Cremerplein | character: lively urban hub]"
Oud-Oost,Entire home/apt,330,7,23,0.44,1,48,0,"Brouwerij Poesiat & Kater is a local pub that offers pleasant outdoor seating for its guests.

[tier: premium | anchors: Brouwerij Poesiat & Kater | character: lively craft brewery]"
Centrum-West,Entire home/apt,210,7,85,1.27,2,29,9,"You can enjoy a relaxing session at Koan Float before dining at Brasserie Ambassade. The nearby Ambassade Hotel and A. van Wees Proeflokaal offer excellent hospitality and drinks.

[tier: premium | anchors: Ambassade Hotel, Brasserie Ambassade | character: sophisticated canal charm]"
De Baarsjes - Oud-West,Private room,122,2,115,1.7,3,295,0,"Vondelpark is a large urban green space located near the dining establishment Fijnkost. These two locations are situated in close proximity to one another.

[tier: mid | anchors: Fijnkost, Vondelpark | character: urban local charm]"
De Pijp - Rivierenbuurt,Entire home/apt,200,3,32,0.48,1,0,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location data]"
De Baarsjes - Oud-West,Private room,122,2,101,1.49,3,289,0,"Vondelpark is a large green space located near the local pub Fijnkost. 

[tier: mid | anchors: Vondelpark, Fijnkost | character: lively urban retreat]"
Centrum-Oost,Entire home/apt,320,5,11,0.22,1,0,0,"The Hollandsche Schouwburg and Nationaal Holocaustmuseum are located in the immediate vicinity. The Elephant Hostel provides nearby accommodation for visitors.

[tier: mid | anchors: Hollandsche Schouwburg, Nationaal Holocaustmuseum | character: historic cultural hub]"
Westerpark,Entire home/apt,135,3,39,0.58,1,2,2,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location data]"
Centrum-West,Entire home/apt,200,4,29,0.42,1,0,0,"There are no nearby places available to list in this area.
[tier: budget | anchors: none | character: quiet empty space]"
De Baarsjes - Oud-West,Entire home/apt,149,3,16,0.24,1,0,0,"Lidl is a nearby supermarket located close to the school known as Muziekpakhuis.

[tier: mid | anchors: Lidl, Muziekpakhuis | character: convenient local hub]"
Zuid,Entire home/apt,109,2,73,1.05,1,360,6,"Tobiasschool is located in the immediate vicinity. This educational facility serves as the primary landmark in the area.

[tier: mid | anchors: Tobiasschool | character: quiet academic hub]"
Geuzenveld - Slotermeer,Private room,57,1,235,3.39,1,355,31,"Winkelcentrum Plein '40-'45 is a local shopping destination located near the Albert Heijn supermarket.

[tier: mid | anchors: Albert Heijn, Winkelcentrum Plein '40-'45 | character: convenient local hub]"
Westerpark,Entire home/apt,80,15,8,0.12,1,0,0,"Gregario Cycling Services is located in the immediate vicinity. This shop serves as the primary hub for local cycling enthusiasts.

[tier: mid | anchors: Gregario Cycling Services | character: cycling focused hub]"
Centrum-West,Entire home/apt,250,3,66,0.98,3,355,1,"You can visit the Bloemenmarkt for a stroll or stop by Old Amsterdam Cheese Store to sample local goods. Other nearby options include the Christmas Palace and the Old Dutch Pancake House.

[tier: premium | anchors: Bloemenmarkt, Old Amsterdam Cheese Store | character: vibrant city center]"
Bos en Lommer,Entire home/apt,95,2,17,0.25,1,0,2,"Mansveltschool is located near a garden, a soccer pitch, a fountain, and a community_centre.

[tier: mid | anchors: Mansveltschool | character: quiet local hub]"
De Pijp - Rivierenbuurt,Entire home/apt,150,2,9,0.14,1,0,0,"Sarphatipark is a popular green space located near the cozy Sol Coffee Bar. You can also visit the nearby Gentlemen's Club Park 118.

[tier: mid | anchors: Sarphatipark, Sol Coffee Bar, Gentlemen's Club Park 118 | character: vibrant urban hub]"
Zuid,Entire home/apt,75,3,8,0.12,1,0,0,"There are no nearby places to list in this area.

[tier: budget | anchors: none | character: quiet and empty]"
Oud-Oost,Entire home/apt,93,1,66,0.97,1,0,5,"Jungle Amsterdam is a local community centre located near the supermarket Lidl. You can also find the art gallery Atelier Maja Krtsic and the Turkish restaurant Nefis Etli Ekmek in this area.

[tier: mid | anchors: Jungle Amsterdam, Lidl, Atelier Maja Krtsic, Nefis Etli Ekmek | character: vibrant local hub]"
De Baarsjes - Oud-West,Entire home/apt,120,3,18,0.28,1,184,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet open space]"
De Baarsjes - Oud-West,Entire home/apt,291,3,179,2.82,5,277,8,"Leidsebosje is a park located near the artworks Herman Heijermans and Horizontale compositie.

[tier: premium | anchors: Leidsebosje, Herman Heijermans, Horizontale compositie | character: artistic urban park]"
De Pijp - Rivierenbuurt,Entire home/apt,110,3,41,0.62,1,0,6,"Cinetol and Tempel / de Appel are arts centres located near the Theosophische Vereniging. These venues are situated in close proximity to the garden.

[tier: mid | anchors: Cinetol, Tempel / de Appel, Theosophische Vereniging | character: cultural arts hub]"
Westerpark,Entire home/apt,98,3,66,0.97,1,51,4,"Dandy Burger is located near the shops E.S.M. Phone House and Juhique. You can also find the garden Rolinka and the restaurant Semsema in this area.

[tier: mid | anchors: Dandy Burger, Semsema | character: convenient local hub]"
De Baarsjes - Oud-West,Entire home/apt,100,3,31,0.47,1,0,0,"Evert Snack is a fast food spot located near the clothing store Zeeman. You can also visit the bar 156 or the cannabis shop Coffeeshop 158 nearby. [tier: budget | anchors: Evert Snack, Zeeman | character: local urban vibe]"
Watergraafsmeer,Entire home/apt,110,4,36,0.56,2,136,2,"You can visit Tandartspraktijk Brinkman for dental care or browse the selection at Pieksman wijnen. Nearby services also include Autobedrijf H. van Vliet and Dave Haircreations.

[tier: mid | anchors: Tandartspraktijk Brinkman, Pieksman wijnen | character: professional local hub]"
De Baarsjes - Oud-West,Entire home/apt,103,2,277,4.07,1,59,19,"Vondelpark is a sprawling urban green space located near the artwork Parkzuid.

[tier: premium | anchors: Vondelpark, Parkzuid | character: lush urban oasis]"
Centrum-West,Private room,117,1,170,2.92,16,359,14,"Oude Kerk is a historic place of worship located near the Erotisch Museum. You can find American Bar-bq and Black Tiger Bar in the immediate vicinity.

[tier: mid | anchors: Oude Kerk, Erotisch Museum | character: historic urban center]"
Oostelijk Havengebied - Indische Buurt,Entire home/apt,79,5,8,0.15,1,0,0,"There are no nearby places available to list in this area.

[tier: budget | anchors: none | character: quiet empty space]"
Bos en Lommer,Entire home/apt,200,3,58,0.88,1,0,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location]"
De Baarsjes - Oud-West,Entire home/apt,189,2,26,0.4,1,33,0,"Kattencafé Kopjes is a cat_food cafe located near the gift shop Wild Whiskers.

[tier: premium | anchors: Kattencafé Kopjes, Wild Whiskers | character: cozy feline retreat]"
Centrum-West,Private room,114,1,128,1.92,16,358,1,"Oude Kerk is a historic place of worship located near the Erotisch Museum. You can find American Bar-bq and Black Tiger Bar in the immediate vicinity.

[tier: mid | anchors: Oude Kerk, Erotisch Museum | character: historic urban center]"
Noord-Oost,Entire home/apt,150,3,9,0.15,1,0,0,"This location features a basketball pitch and an area with outdoor seating.
[tier: mid | anchors: none | character: active outdoor space]"
Oud-Oost,Entire home/apt,190,2,9,0.15,1,0,0,"There are no nearby places of the specified types to list.
[tier: budget | anchors: none | character: quiet and empty]"
Watergraafsmeer,Entire home/apt,250,3,3,0.08,1,53,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Centrum-West,Entire home/apt,210,7,78,1.19,3,340,0,"You can visit the Art Zoo Museum or browse for unique items at Beadies Amsterdam. These spots are located near the stylish selections at The Odder Side and Zipper Vintage Clothing.

[tier: premium | anchors: Art Zoo Museum, The Odder Side | character: trendy urban hub]"
De Baarsjes - Oud-West,Private room,47,2,205,3.86,2,22,23,"There are no nearby places available to list in this area.

[tier: budget | anchors: none | character: quiet empty space]"
Centrum-Oost,Private room,89,2,90,1.36,1,0,0,"Leidseplein and Kleine-Gartmanplantsoen are located in the immediate vicinity of these establishments. You can find dining options like Yellow River and Ron Gastrobar Paris nearby.

[tier: premium | anchors: Leidseplein, Kleine-Gartmanplantsoen | character: vibrant city center]"
Oud-Oost,Entire home/apt,149,7,93,1.5,1,61,15,"Café Bica and Saffraan aan de Amstel are located in the immediate vicinity. You can also find Dough Studio, Form, Loulou Pizzabar, and PepeNero nearby.

[tier: mid | anchors: Café Bica, Saffraan aan de Amstel | character: vibrant local hub]"
Oud-Oost,Entire home/apt,130,3,51,0.78,1,0,1,"You can visit Stooker Roasting Company for coffee or drop off your clothes at Wasserette Kastanjeplein. World Explorers is also located nearby.

[tier: mid | anchors: Stooker Roasting Company, Wasserette Kastanjeplein, World Explorers | character: local urban charm]"
Centrum-West,Private room,131,2,42,0.88,2,0,6,"There are no nearby places of the requested type to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Oud-Oost,Private room,85,2,35,0.54,1,33,0,"De Vijgenboom is a local garden located near a playground and a school.

[tier: mid | anchors: De Vijgenboom | character: peaceful green space]"
Oud-Noord,Entire home/apt,125,3,10,1.23,1,9,7,"Noorderpark is a large green space located in the northern part of the city. It offers various recreational facilities and walking paths for visitors.

[tier: mid | anchors: Noorderpark | character: peaceful green space]"
De Pijp - Rivierenbuurt,Private room,86,2,106,2.13,1,296,5,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location data]"
Westerpark,Entire home/apt,206,2,30,0.47,1,0,5,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location data]"
Westerpark,Entire home/apt,80,10,5,0.08,1,0,0,"Semsema is a nearby garden, while E.S.M. Phone House offers mobile phone services. Rolinka and Semsema are both beauty locations.

[tier: mid | anchors: E.S.M. Phone House, Rolinka, Semsema | character: diverse local services]"
IJburg - Zeeburgereiland,Private room,55,1,79,1.47,1,17,6,"Espressofabriek is a local coffee_shop cafe located near the clothes store Sarah Bridal and the turkish restaurant Merza.

[tier: mid | anchors: Espressofabriek, Merza, Sarah Bridal | character: trendy urban hub]"
Westerpark,Entire home/apt,260,2,11,2.46,3,116,6,"Apotheek Amsterdam is located near the creative hub of Werkgebouw Het Veem and the performance venue Het Veem Theater. You can also visit the art gallery BAK or utilize the coworking space Profilex in this area.

[tier: mid | anchors: Apotheek Amsterdam, BAK, Het Veem Theater, Profilex, Werkgebouw Het Veem | character: creative urban hub]"
Oostelijk Havengebied - Indische Buurt,Entire home/apt,185,4,18,0.36,2,0,0,"Stayokay Amsterdam Oost is located near the cinema Studio/K and the internet cafe Cybersoek. You can also find outdoor seating at Buurttafel Timorplein and drinks at The 5th.

[tier: mid | anchors: Studio/K, Cybersoek, Stayokay Amsterdam Oost | character: vibrant local hub]"
Watergraafsmeer,Entire home/apt,100,3,20,0.31,1,0,0,"De Amstel is located in the immediate vicinity of the local playground and school. 

[tier: mid | anchors: De Amstel | character: quiet local area]"
Westerpark,Entire home/apt,250,2,6,0.11,1,0,0,"There are no nearby parks or gardens to list in this area.
[tier: budget | anchors: none | character: quiet and secluded]"
Oostelijk Havengebied - Indische Buurt,Entire home/apt,85,28,6,0.28,1,132,0,"You can visit Bubble Trouble Tea for a drink or browse the selection at Java Bookshop. These establishments are located near the local landmark Elthetokerk and the shop Licht en Meubels.

[tier: mid | anchors: Bubble Trouble Tea, Java Bookshop, Elthetokerk, Licht en Meubels | character: vibrant local hub]"
Centrum-West,Private room,118,2,108,1.75,1,73,29,"The Amsterdam Museum and The Amsterdam Toy Museum are located near the historic Begijnhof garden. You can also visit the nearby Postzegelmarkt and Postzegelpark for a pleasant walk through the city.

[tier: premium | anchors: Amsterdam Museum, The Amsterdam Toy Museum, Begijnhof | character: historic cultural hub]"
De Baarsjes - Oud-West,Entire home/apt,275,3,4,0.08,1,0,0,"You can find a bicycle at Giant and a car rental at Avis. The fitness station is located at Movements.

[tier: mid | anchors: Avis, Giant, Movements | character: active urban hub]"
De Baarsjes - Oud-West,Entire home/apt,200,2,39,0.69,1,34,1,"The Burger Maffia and Bobos Chicken are located in the immediate vicinity. You can also find DA drogist and Pakketdienst de Kinker nearby.

[tier: mid | anchors: The Burger Maffia, Bobos Chicken, DA drogist, Pakketdienst de Kinker | character: convenient local hub]"
Bos en Lommer,Entire home/apt,99,2,9,0.14,1,0,0,"Multatulischool is located in the immediate vicinity of a local soccer pitch.

[tier: mid | anchors: Multatulischool | character: educational and active]"
Oud-Noord,Private room,72,1,224,3.58,1,75,19,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location]"
De Baarsjes - Oud-West,Entire home/apt,87,1,204,3.23,1,158,28,"Gertrude is a restaurant located near the public park known as Toussaint. You can also find the guest house Houseboat Lady Jane and the beauty salon SKIN in this vicinity. [tier: premium | anchors: Gertrude, Toussaint, Houseboat Lady Jane, SKIN | character: chic urban retreat]"
Westerpark,Entire home/apt,189,2,48,0.76,1,4,2,"Domela Nieuwenhuisplantsoen is a local park that features a public bookcase for community reading. 

[tier: budget | anchors: Domela Nieuwenhuisplantsoen | character: quiet green space]"
De Pijp - Rivierenbuurt,Private room,71,1,304,4.87,1,250,8,"Sarphatipark is a lush green space featuring a central fountain, a garden, and a playground for children. 

[tier: mid | anchors: Sarphatipark | character: serene urban oasis]"
Centrum-West,Entire home/apt,349,7,36,0.58,6,63,6,"You can find Zilch, Zipper, and Luba located near the Amsterdamse Scheepvaartbuurt. These shops are situated close to the specialty offerings of 't Kaaspunt and Jay's Juices.

[tier: mid | anchors: Zilch, Zipper, Luba | character: trendy urban shopping]"
Slotervaart,Entire home/apt,335,4,35,0.57,1,358,1,"Staalmanpark is a local green space located in the surrounding area. Visitors can enjoy recreational activities and open fields at Staalmanpark.

[tier: budget | anchors: Staalmanpark | character: peaceful local park]"
Centrum-West,Entire home/apt,100,3,192,3.12,1,2,0,"Café Thijssen is a popular cafe located near the pub Jardin and the convenience store De Oliewinkel.

[tier: premium | anchors: Café Thijssen, Jardin, De Oliewinkel | character: lively local charm]"
Noord-West,Private room,54,1,133,2.29,1,20,8,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet outdoor space]"
Centrum-West,Private room,99,3,147,2.41,2,0,3,"You can visit the historic Sint Olofskapel or enjoy a meal at Kam Yin. These locations are situated near the popular Warmoesstraat and Zeedijk areas.

[tier: mid | anchors: Sint Olofskapel, Kam Yin | character: historic urban hub]"
De Pijp - Rivierenbuurt,Entire home/apt,250,2,32,0.57,1,341,4,"Badeta Koffiebranders and Café Bührs are located in the vibrant New Pijp neighborhood. You can also find Miri Mary and The String nearby.

[tier: premium | anchors: New Pijp, Badeta Koffiebranders | character: lively urban hub]"
Westerpark,Entire home/apt,106,2,8,0.2,1,0,0,"Dandy Burger is a popular spot for a quick meal located near the specialty shop E.S.M. Phone House. You can also find Enso and Juhique nearby in the same area.

[tier: mid | anchors: Dandy Burger, E.S.M. Phone House, Enso, Juhique | character: vibrant local hub]"
Westerpark,Private room,111,3,128,2.21,1,0,0,"Vrijeschool Amsterdam West is located in the vicinity of a nearby garden.

[tier: mid | anchors: Vrijeschool Amsterdam West | character: educational community space]"
IJburg - Zeeburgereiland,Private room,74,1,20,0.33,10,0,0,"KOH - Kitchen of Happiness is a local thai restaurant situated near the Haven WV IJburg and Haven Muider Compagnie marinas. Caña IJburg is another nearby restaurant located in the same vicinity as Barstow. [tier: mid | anchors: KOH - Kitchen of Happiness, Haven WV IJburg | character: vibrant waterfront dining]"
Centrum-West,Private room,93,1,188,3.12,4,72,26,"La Cuisine Ronde and Oriole Garden Bistro are popular restaurants located near the arts_centre Vlaams Cultuurhuis de Brakke Grond.

[tier: premium | anchors: La Cuisine Ronde, Oriole Garden Bistro, Vlaams Cultuurhuis de Brakke Grond | character: refined cultural hub]"
Oostelijk Havengebied - Indische Buurt,Entire home/apt,90,3,25,0.46,1,0,4,"Flevoparkschool is located near Zeeburg Tandartsen. Both are situated within the vicinity of the local garden.

[tier: mid | anchors: Flevoparkschool, Zeeburg Tandartsen | character: local community hub]"
Centrum-West,Private room,61,3,12,0.43,4,354,1,"You can visit the Allard Pierson Museum or explore the historic UvA Binnengasthuisterrein. Nearby dining options include De Laatste Kruimel and La Margarita.

[tier: mid | anchors: Allard Pierson Museum, UvA Binnengasthuisterrein | character: historic academic hub]"
Zuid,Entire home/apt,260,4,7,0.22,1,0,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location]"
Bos en Lommer,Entire home/apt,175,2,34,0.71,1,0,5,"Tijl Uilenspiegelschool is located in the immediate vicinity of a local garden, soccer pitch, and table_tennis pitch.

[tier: budget | anchors: Tijl Uilenspiegelschool | character: educational community hub]"
De Baarsjes - Oud-West,Entire home/apt,250,4,19,0.32,1,284,2,"Gertrude is a popular restaurant located near the scenic Houseboat Lady Jane. You can also visit the nearby artwork known as Beatrijs Smulders.

[tier: premium | anchors: Gertrude, Houseboat Lady Jane | character: refined urban retreat]"
Oud-Noord,Entire home/apt,360,1,154,2.81,3,270,15,"There are no nearby places available to list.

[tier: budget | anchors: none | character: quiet and empty]"
De Baarsjes - Oud-West,Private room,45,1,225,4.35,2,194,27,Balboaplein features a playground and a basketball pitch for local recreation. This area also includes a field_hockey pitch and a table_tennis pitch alongside an additional playground. [tier: mid | anchors: Balboaplein | character: active community space]
De Pijp - Rivierenbuurt,Private room,129,2,246,4.23,2,265,19,"Pizza Donna is a local spot for quick meals. There are no other gardens or playgrounds nearby.

[tier: budget | anchors: Pizza Donna | character: casual neighborhood eatery]"
De Baarsjes - Oud-West,Entire home/apt,136,2,40,0.95,1,0,4,"Rembrandtpark is a large public green space located in the western part of the city. It offers various walking paths and recreational areas for visitors to enjoy.

[tier: mid | anchors: Rembrandtpark | character: peaceful urban oasis]"
Westerpark,Entire home/apt,225,3,14,0.31,1,0,0,"Westerpark is a large public green space located in the city. It offers various recreational facilities and walking paths for visitors.

[tier: mid | anchors: Westerpark | character: urban green space]"
Oostelijk Havengebied - Indische Buurt,Entire home/apt,134,3,34,0.6,1,0,0,"Jachthaven Piet Hein is a marina located in the area. It serves as a docking facility for various watercraft.

[tier: mid | anchors: Jachthaven Piet Hein | character: nautical harbor retreat]"
Zuid,Entire home/apt,224,2,41,0.86,4,341,2,"Hervormd Lyceum Zuid is located near Hampshire Hotel Beethoven and the supermarket Albert Heijn. You can also find Alexanderhoeve, Centrale Vishandel, Etos, Fleur de Lys, Holland & Barrett, Oak Berry, and Pearle in this area.

[tier: premium | anchors: Albert Heijn, Hampshire Hotel Beethoven | character: convenient urban hub]"
De Baarsjes - Oud-West,Entire home/apt,150,3,52,0.99,1,2,7,"You can find groceries at Albert Heijn and enjoy a meal at Trattoria Totò. These locations are situated near the comfortable lodging at Hotel ABBA and Princess Hostel.

[tier: mid | anchors: Albert Heijn, Trattoria Totò, Hotel ABBA, Princess Hostel | character: convenient urban stay]"
De Pijp - Rivierenbuurt,Entire home/apt,133,7,21,1.33,1,190,9,"De Waaghals and ISSHIN are popular restaurants located near the community centre Buurtkamer Quellijn. You can also find Craft Wine and Rainbowls within the same vicinity.

[tier: premium | anchors: De Waaghals, ISSHIN, Craft Wine | character: vibrant local hub]"
Centrum-Oost,Entire home/apt,350,2,45,0.89,1,81,2,"Muziekschool Amsterdam - Centrum/Oost and Soop are both located in the surrounding area.

[tier: mid | anchors: Muziekschool Amsterdam - Centrum/Oost, Soop | character: artistic community hub]"
Centrum-West,Entire home/apt,175,2,34,0.62,1,20,7,"You can visit Bistrot Neuf for a meal or explore the selection at Chabrol Wines nearby. Other local options include Namaskar and Vintage Island.

[tier: mid | anchors: Bistrot Neuf, Chabrol Wines, Namaskar, Vintage Island | character: vibrant local hub]"
Oud-Noord,Entire home/apt,225,3,19,0.34,1,0,1,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location data]"
Buitenveldert - Zuidas,Entire home/apt,166,3,15,0.33,1,56,0,"Trainmore is a fitness centre located in the immediate vicinity.

[tier: mid | anchors: Trainmore | character: active urban gym]"
Oud-Oost,Entire home/apt,150,3,21,0.38,1,0,0,"Afrikanerplein is a local park and garden, while Eethuis Parie serves Surinamese fast food nearby.
[tier: budget | anchors: Afrikanerplein, Eethuis Parie | character: casual local spot]"
Oud-Noord,Private room,103,2,120,2.57,1,242,4,"Aparthotel North is located in the immediate vicinity of this residential area. It serves as the primary lodging option for visitors staying nearby.

[tier: mid | anchors: Aparthotel North | character: convenient urban stay]"
