index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
657,,Centrum-West,52.3773,4.89475,Private room,65,2,494,5.62,2,185,24,holland,"Restaurant: Ashoka, Day's Foodbar, Van Speyk
Asian restaurant: Joya, SUMO
Burger restaurant: Toro Dorado
Gift: Souvenier Supermarket
Argentinian restaurant: Gauchos
Italian restaurant: CIMA, Sapore Italiano
Nightclub: Bitterzoet
Japanese restaurant: Takumi Ramen
Bicycle_rental: King Bikes
Hotel: Renaissance Amsterdam Hotel, Sint Nicolaas
Regional restaurant: Koepelcafé
Bar: Savini

The area reads as tourist-prominent. The specific draws that make it so are the presence of multiple hotels, a gift shop, and a high concentration of diverse dining options catering to visitors."
4677,,Centrum-West,52.37134,4.89603,Private room,155,2,17,3.59,1,99,17,holland,"Hotel: The Grand
Pub: Proeflokaal 't Kelkje
Restaurant: Yucca
Growshop: Sensi Seeds Cornershop
Steak_house restaurant: Siga La Vaca
Cannabis: Grasshopper, Green House
Cafe: Ter
Jewelry: Sharp Gear
Convenience: SH Suprmarkt, The City Hall
Erotic: Christine le Duc
E-cigarette: Vape4life
Asian fast_food: Wok To Go
Gift: Amsterdam Duck Store
Attraction: de Wallen

The area reads as tourist-prominent. The specific draws that make it so are the presence of well-known landmarks and attractions like de Wallen and the Amsterdam Duck Store, alongside high-profile establishments such as The Grand and famous cannabis venues like Grasshopper and Green House."
1744,,Oostelijk Havengebied - Indische Buurt,52.3639,4.93747,Entire home/apt,85,28,6,0.28,1,132,0,holland,"Garden: De Balkonie
Childcare: Vrije Kids
Travel agency: Fly2Travel
Place of worship: Elthetokerk
Public bookcase: Het Lange Mes
Garden centre: Little Coconuts
Toys: Hodo Mobile
Repair: Casa Repair, Hodo Mobile
Bakery: Divan Patisserie
Hairdresser: Haarstudio Royal
Supermarket: Java Bookshop
Bubble tea cafe: Bubble Trouble Tea
Ice cream: IJscuypje
Furniture: Licht en Meubels
Bar: Rum Barrel
Books: Java Bookshop

The area reads as everyday-residential. The specific draws that make it so are the presence of essential services and local amenities such as Vrije Kids, Haarstudio Royal, Casa Repair, and various small shops like Divan Patisserie and Java Bookshop, which cater to the daily needs of local residents rather than international tourists."
4715,,De Baarsjes - Oud-West,52.36045,4.86537,Entire home/apt,160,2,2,0.18,1,0,2,holland,"clothes: Vief
community_centre: OT301
furniture: CriCri, De Stelling
prep_school: De Amsterdamse Plusklas
bicycle: Otto-bikes
pharmacy: Staring apotheek
ethiopian restaurant: Abyssinia
sports: Asahi sports
shoe_repair: John Kappetijn
hairdresser: Hairsalon Abyssinia
indian restaurant: Rangla Punjab
supermarket: Abyssinia African grocery
craft: pipoos
massage: Sunny days Chineese massage
beauty: Fabricati
middle_eastern fast_food: Mima Fresh Mediterranean

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as Staring apotheek, John Kappetijn, and Abyssinia African grocery, alongside community-focused spaces like OT301 and De Amsterdamse Plusklas."
5052,,De Baarsjes - Oud-West,52.36124,4.86457,Entire home/apt,350,2,1,0.25,1,0,1,holland,"Bar: Night Kitchen
Restaurant: Paloma Blanca
Bakery: Levain et le vin
Beauty: Drogisterij Body & Beauty, Juni nails
Music: Speijers Platen
Hairdresser: Cut throat
African restaurant: Fenan Klein Afrika
Cafe: Café New Olympia
Maroccan restaurant: Macey's
Lunch cafe: Juice Brothers
Hotel: Annette's Bed & Breakfast
Bicycle: Wiel tot wiel tweewielers
Deli: STACH
Electronics: Electro-Walst
Chemist: Coffee Roastery

The area reads as everyday-residential. The specific draws that make it so include a variety of local service-oriented businesses such as a bicycle shop, a chemist, a hairdresser, and multiple beauty salons, alongside neighborhood-focused food spots like a deli, bakery, and lunch cafe, which cater to the daily needs of local residents rather than transient tourists."
1860,,De Pijp - Rivierenbuurt,52.35198,4.89488,Entire home/apt,250,2,32,0.57,1,341,4,holland,"garden: Iambe
indian restaurant: Miri Mary
cannabis: Coffeeshop Papillon
bakery: Iambe
wine: Drankerij
beauty: Peppi
musical_instrument: The String
ramen restaurant: Kitchen Impossible
bar: Café Ruis
pub: Café Bührs
friture fast_food: Sjiek
apartment: New Pijp
deli: Super Fresh
convenience: Super Fresh
second_hand: Grice Circular Fashion
coffee_shop cafe: Badeta Koffiebranders

The area reads as everyday-residential. The specific draws that make it so are the presence of a local apartment complex, a neighborhood bakery, a convenience store, and a variety of local cafes and pubs that serve the daily needs of residents rather than catering to major tourist landmarks or attractions."
346,,Centrum-West,52.37633,4.89259,Entire home/apt,153,2,66,0.91,1,0,0,holland,"Hairdresser: Boudewijn Veltman, Hairtrends & Beauty
Art: The Palace
Restaurant: La Bettola
Brothel: De Denneboom
Convenience: De Buurman
Indian restaurant: Curry Express
Hostel: Ashoka
Thai restaurant: Ashoka
General: Gays & Gadgets
Pizza restaurant: Made in Sud
Pub: De Buurman
Gift: Gays & Gadgets
Hotel: Budget Hotel Tourist Inn, Hotel Tourist INN
Bicycle_rental: Hotelbikes, Hotelbikes

The area reads as tourist-prominent. The specific draws that make it so are the presence of multiple hotels and hostels like Budget Hotel Tourist Inn, Hotel Tourist INN, and Ashoka, as well as the availability of bicycle rentals through Hotelbikes, which are services primarily targeted at visitors rather than local residents."
1269,,Centrum-West,52.37583,4.89387,Private room,150,2,179,2.58,2,0,0,holland,"restaurant: Humphrey's, La Zoccola del Pacioccone, OMG! Burger
tattoo: Tattoo & Gallery
cafe: Mortimer, Partout
gift: Souvenir Supermarket
convenience: All You Need
bicycle_rental: The King, Yellow Bike
hairdresser: Barbershop Stardam
laundry: Wash Care
frame: Akhnaton
breakfast restaurant: Bagels Sandwich Village
events_venue: Akhnaton
outdoor_seating: Partout

The area reads as tourist-prominent. The presence of Souvenir Supermarket and multiple bicycle rental shops like The King and Yellow Bike indicates a focus on visitors and sightseeing rather than everyday residential needs."
5309,,Centrum-West,52.37871,4.88544,Entire home/apt,188,4,4,2.4,1,25,4,holland,"toys: Mechanisch Speelgoed
appliance: World of Nix
deli: Terre Lente
furniture: Anno Design
books: Island Bookstore
optician: Ralph Optiek
cafe: De Anjelier
restaurant: Raïnaraï
gallery: Marion Bloem
beverages: Delicious Food
tailor: De Gouden Schaar
laundry: The Clean Brothers Wasserette
health_food: SLA
chemist: Lavendula
convenience: Hinata
ramen restaurant: Omelegg

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as a laundry (The Clean Brothers Wasserette), a tailor (De Gouden Schaar), a chemist (Lavendula), and a convenience store (Hinata), which cater to the daily needs of local inhabitants rather than transient visitors."
5304,,Centrum-West,52.366005,4.893741,Entire home/apt,225,2,2,1.18,1,5,2,holland,"Garden: Castillo
Indian restaurant: Memories of India, Restaurant Shiva
Hotel: The Albus
Local restaurant: Bella Regina
Restaurant: La Casa Di Angelo, Maya, Senses by Lard Bertelsen
Cannabis: Free I Coffeeshop
Bar: Bar Bacán, Café Bar De Duivel, Door 74, Feijoa
Cafe: Regular & Jack
Grill restaurant: Aurora Kontakt B.V.
Electronics: None

The area reads as tourist-prominent. The presence of a hotel like The Albus, high-end dining such as Senses by Lard Bertelsen, and popular nightlife and social spots like Door 74 and Free I Coffeeshop indicates a central location designed to cater to visitors rather than a quiet everyday-residential neighborhood."
2452,,De Baarsjes - Oud-West,52.36174,4.86483,Entire home/apt,250,4,15,0.34,1,0,0,holland,"Lunch cafe: STACH
Bicycle: Wiel tot wiel tweewielers
Deli: Café Quelle
Electronics: Electro-Walst
Chemist: Drogisterij Body & Beauty
Italian restaurant: Da Damiano, Spaghetteria Caffè Jan Pieter Heijestraat
Ramen restaurant: Betsu Bara
Beverages: J&B craft drinks
Mediterranean restaurant: Gitane
Pub: Coffee Roastery
Supermarket: Albert Heijn
Indonesian fast_food: Warung Celebes
Hairdresser: Tony Hairstyling
Clothes: Loenatix

The area reads as everyday-residential. The specific draws that make it so are the presence of a local supermarket like Albert Heijn, a chemist like Drogisterij Body & Beauty, a bicycle shop like Wiel tot wiel tweewielers, and a hairdresser like Tony Hairstyling, which cater to the daily needs of local residents rather than tourists."
2345,,Centrum-West,52.37194,4.88668,Private room,107,2,180,3.49,1,218,32,holland,"Art gallery: M-E-K, The Collective Studio
Clothes: Fabienne Chapot, Fashian, LFDY, Levi's, Lululemon, Nudie Jeans
Furniture: Tikal
Italian restaurant: Quattro Gatti
Cafe: The Hoxton
Kindergarten: Kindergarden
Restaurant: Parwan
Gift: The Merchant House
Jewelry: The Merchant House
Cosmetics: Haru Haru Beauty

The area reads as tourist-prominent. The specific draws that make it so are The Hoxton and The Merchant House, which are well-known hospitality destinations that attract visitors to the area."
513,,Centrum-Oost,52.363968,4.885711,Private room,101,2,66,0.72,1,11,42,holland,"Restaurant: Los Argentinos, Poké Perfect, NICOLE
Guest_house: Amsterdam Pipe Shop
Japanese restaurant: Japan Inn, Moshi Moshi
Apartment: Granada
Greek restaurant: Zorba de Griek
Kebab fast_food: Karma Kebab
Hostel: Orfeo Hostel
Bar: Bourbon Street Music Club
Shoe_repair: Luk's schoenmakerij
Biergarten: De Biertuin Prinsengracht
Museum: Pijpenkabinet
Tobacco: Hostel Centre

The area reads as tourist-prominent. The specific draws that make it so are the presence of multiple hostels, a music club, and specialized museums like the Pijpenkabinet and Amsterdam Pipe Shop, which cater to visitors rather than local residents."
351,,Zuid,52.36079,4.88298,Entire home/apt,475,4,65,0.87,1,18,2,holland,"Clothes: Ba&sh, Canada Goose, Cavallaro Napoli, Elisabetta Franchi, G-Star Raw, Profuomo, Stone Island, Woolrich
Hotel: Hotel Cornelisz, Hotel Museumzicht
Indonesian restaurant: Sama Sebo
Pub: De Posthoorn
Gift: The A'dam Giftshop
Jewelry: Schaap en Citroen

The area reads as tourist-prominent. The presence of Hotel Cornelisz, Hotel Museumzicht, and The A'dam Giftshop indicates a high volume of visitors, while the concentration of high-end fashion brands like Canada Goose, Stone Island, and Woolrich alongside a specialized jewelry store like Schaap en Citroen suggests a premium shopping district designed to cater to travelers and luxury consumers."
5551,,De Pijp - Rivierenbuurt,52.34219116611997,4.906892339804989,Entire home/apt,120,20,0,,1,365,0,holland,"Interior decoration: Design Gietvloer
Beauty: Yvon
Indonesian fast_food: Waroeng Bamboe
Ice_cream: IJspret
Greengrocer: Time Out
Bakery: Remko's brood & taartjes
Garden: T. Broekman-Teggelaar
Clothes: Carl Denig Pre-Owned, Klein & Co, Van Stolked & Co
Kindergarten: Marquerite
Dentist: Guru
Outdoor: Carl Denig Pre-Owned
Cafe: Quinnie's
Restaurant: Waroeng Bamboe

This area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as a dentist (Guru), a kindergarten (Marquerite), a greengrocer (Time Out), and a bakery (Remko's brood & taartjes), which serve the daily needs of local residents rather than catering to tourists."
4406,,Centrum-West,52.3747,4.88926,Private room,162,2,4,1.18,2,42,4,holland,"university: UvA PC Hoofthuis
restaurant: Madam, Pane e Olio
fashion_accessories: Forever young
confectionery: Puccini Bomboni
pub: Petit Heemelrijck
jewelry: Oode
vietnamese restaurant: Pho Le
gallery: Oode
coffee_shop cannabis: Grey Area Coffeeshop
cafe: Cafe Van Zuylen, Caffe Il Momento
deli: Pane e Olio
convenience: Sari-sari store
hairdresser: Hier en haar
wool: De Afstap

The area reads as tourist-prominent. The presence of Grey Area Coffeeshop, a globally famous cannabis destination, alongside landmarks like Cafe Van Zuylen and Pat's Poffertjes in a central historic district, draws significant foot traffic from visitors rather than serving primarily as an everyday-residential neighborhood."
1756,,Centrum-West,52.37028,4.89022,Private room,118,2,108,1.75,1,73,29,holland,"attraction: Begijnhof, Postzegelmarkt, Palbü
garden: Begijnhof
museum: Amsterdam Museum, The Amsterdam Toy Museum
vietnamese restaurant: Hanoi Old Quarter Restaurant
furniture: NUNC
optician: Lucies Amsterdam
hairdresser: Haarbarbaar
antiques: Ariadne
cafe: Espresso Corner
clothes: Palbü
interior_decoration: NUNC
park: Postzegelpark

The area reads as tourist-prominent. The specific draws that make it so are the Amsterdam Museum, The Amsterdam Toy Museum, and the Begijnhof, which are well-known landmarks that attract significant visitor traffic."
4742,,Centrum-West,52.37567,4.89436,Entire home/apt,46,1,1,0.09,3,0,1,holland,"clothes: Bershka, New Yorker, Solo, Bag
burger restaurant: Cuddle Pub
massage: Tibet Massage, Just in Case
information: Nieuwendijk
chemist: Kruidvat
gift: Souvenirs
mobile_phone: Buy 'N Fly
e-cigarette: Vaping & More
restaurant: La Zoccola del Pacioccone
tattoo: Tattoo & Gallery

This area reads as tourist-prominent. The specific draws that make it so are Souvenirs and Nieuwendijk, which is a well-known major shopping street that attracts high volumes of visitors."
1792,,Centrum-West,52.37958,4.89447,Entire home/apt,349,7,36,0.58,6,63,6,holland,"attraction: Amsterdamse Scheepvaartbuurt
clothes: Jongejans, Zilch, Zipper
artwork: Luba
garden: Schumich
outdoor_seating: Kobalt, Amsterdamse Scheepvaartbuurt
bakery: Amsterdamse Scheepvaartbuurt
cannabis: Coffeeshop Green Place
juice: Jay's Juices
cheese: 't Kaaspunt

The area reads as everyday-residential. The specific draws that make it so are the presence of local staples such as 't Kaaspunt, Jay's Juices, and various clothing boutiques like Jongejans, Zilch, and Zipper, which cater to daily needs and local commerce rather than global tourism."
2027,,De Baarsjes - Oud-West,52.36258,4.87522,Entire home/apt,150,3,52,0.99,1,2,7,holland,"Garden: Schooltje.nl
Pharmacy: Wittop Koning
Supermarket: Albert Heijn
Hotel: Hotel ABBA, Huygens Place, Princess Hostel
Deli: STACH
Bicycle: Black Bikes
Bed: Coco-mat, Janus
Italian restaurant: Trattoria Totò
Bar: Effendy
Clothes: (None)
Coffee_shop cafe: Koffie Academie

The area reads as everyday-residential. While there are hotels present, the specific draws such as the supermarket Albert Heijn, the deli STACH, the pharmacy Wittop Koning, and the local bicycle shop Black Bikes indicate a neighborhood geared toward the daily needs of residents rather than a hub for major tourist landmarks."
2636,,Oostelijk Havengebied - Indische Buurt,52.36441,4.93942,Entire home/apt,140,2,26,0.73,1,9,5,holland,"garden: Chantilly
cafe: Coffee Company
convenience: Super Toko Nawied
laundry: Kleine Wasjes Grote Wasjes, Stomerij SuperNette
massage: Sala Thai Wellness
sports_centre: TrainMore
library: OBA Javaplein
florist: Urban Bloom
coffee_shop cafe: Ramazan
repair: Linux Repair Café
beauty: Pampering Myself
hairdresser: Kapsalon The Friends, Hairdresser (Note: As 'Hairdresser' was not in the provided list, I have excluded it from the final count based on your instructions to use only the provided names).

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as Kleine Wasjes Grote Wasjes, Stomerij SuperNette, Super Toko Nawied, Linux Repair Café, and OBA Javaplein, which cater to the daily needs of local residents rather than tourists."
2447,,Centrum-West,52.37601,4.89144,Entire home/apt,587,3,54,1.85,3,334,12,holland,"cafe: Greenwoods, Mediterrané coffeeshop
hairdresser: Wild Romance
bakery: De Buurman
tailor: L'Atelier
restaurant: 't Kroontje, ​Tales & Spirits
fast_food: Freddy Fryday
convenience: Singel
kiosk: The Totalitarian Art Gallery
antiques: (None listed)
butcher: Vleeshouwerij D. Reinhart
brothel: L'Amour
hotel: Hotel The Craftsmen

The area reads as tourist-prominent. The presence of Hotel The Craftsmen, a high-profile hotel, alongside specialized attractions like The Totalitarian Art Gallery and the iconic Singel canal area, indicates a location designed to cater to international visitors rather than everyday-residential needs."
3488,,De Pijp - Rivierenbuurt,52.35383,4.90189,Entire home/apt,157,7,5,0.17,1,66,2,holland,"garden: Rayleigh & Ramsay
motorcycle_repair: Mokum Motors
bakery: Bakery Van Wou
furniture: dotshop
hairdresser: The Color
indian restaurant: Annavilaas
peruvian restaurant: Nazka
massage: Healthy massage Fang
coffee_shop cafe: Coffee Bru
pottery: Glazemade
laundry: wasserette van wou
supermarket: Stadsmarkt De Pijp
restaurant: Nazka

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as a laundry (wasserette van wou), a supermarket (Stadsmarkt De Pijp), a hairdresser (The Color), and a motorcycle repair shop (Mokum Motors), which cater to the daily needs of neighborhood inhabitants rather than transient visitors."
3342,,De Pijp - Rivierenbuurt,52.35361,4.90185,Entire home/apt,158,3,6,0.23,4,16,1,holland,"bubble_tea cafe: WOW
pub: Tapmarin
garden: None
motorcycle_repair: Mokum Motors
bakery: Bakery Van Wou
furniture: dotshop
hairdresser: The Color
indian restaurant: Annavilaas
peruvian restaurant: Nazka
massage: Healthy massage Fang
coffee_shop cafe: Coffee Bru
pottery: Glazemade
laundry: wasserette van wou

The area reads as everyday-residential. The specific draws that make it so are the inclusion of practical, local services such as a laundry (wasserette van wou), a motorcycle repair shop (Mokum Motors), a hairdresser (The Color), and a massage parlor (Healthy massage Fang), which cater to the daily needs of local residents rather than transient tourists."
4091,,Centrum-West,52.3762,4.88435,Private room,264,2,1,0.14,1,45,1,holland,"Pub: Twee Zwaantjes
Restaurant: Eetcafé ROEM, Spanjer en van Twist
Alcohol: Quinta Absinthe
Clothes: Almost Summer store
Cafe: Café Wester
Gallery: L'Artisan d'Amsterdam
Regional restaurant: Cafe de Prins
Museum: Amsterdam Cheese Museum
Bar: MenM
Cheese: Amsterdam Tulip Museum
Bakery: Egelantiersgracht
Attraction: Amsterdam Tulip Museum

The area reads as tourist-prominent. The specific draws that make it so are the Amsterdam Cheese Museum and the Amsterdam Tulip Museum, which are famous landmarks that attract significant visitor traffic."
3828,,De Pijp - Rivierenbuurt,52.35373,4.90195,Entire home/apt,100,3,11,0.38,1,1,3,holland,"Pub: Tapmarin
Garden: dotshop
Motorcycle_repair: Mokum Motors
Bakery: Bakery Van Wou
Furniture: Glazemade
Hairdresser: The Color
Indian restaurant: Annavilaas
Peruvian restaurant: Nazka
Massage: Healthy massage Fang
Coffee_shop cafe: Coffee Bru
Pottery: dotshop
Laundry: wasserette van wou
Supermarket: Stadsmarkt De Pijp

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as a supermarket, laundry, hairdresser, and motorcycle repair shop, which cater to the daily needs of neighborhood residents rather than international tourists."
4900,,Zuid,52.35941,4.8784,Private room,91,1,3,2.14,7,330,3,holland,"Interior decoration: Zara Home
Bakery: Nespresso
Clothes: Caroline Biss, Claudia Sträter, Diesel, Hackett, Hilfiger, Marina Rinaldi, Massimu Dutti, Michael Kors, Paul Smith, Petit Bateau
Gift: Nespresso
Jewelry: Cartier

This area reads as tourist-prominent. The presence of high-end luxury brands such as Cartier, Paul Smith, and Michael Kors, combined with a dense concentration of international fashion retailers, indicates a premium shopping district designed to attract visitors and affluent shoppers rather than serving as an everyday-residential neighborhood."
5524,,Centrum-West,52.3736569445846,4.896357108281517,Entire home/apt,469,1,0,,2,365,0,holland,"attraction: Amsterdam Exchange Experience, de Wallen
clothes: Port of Call
smartshop: Smart-Zone Smartshop
american bar: Belushi's Amsterdam
museum: Condomerie
nightclub: Winston
hostel: St. Christopher's at The Winston
headshop: Warmoesstraat
erotic: Warmoesstraat
gallery: W139
tattoo: Warmoesstraat
waffle cafe: Metropolitan
cafe: De Bakkerswinkel, Greendayz Coffee

The area reads as tourist-prominent. The specific draws that make it so are the presence of major attractions like the Amsterdam Exchange Experience and de Wallen, alongside high-traffic visitor accommodations and venues such as St. Christopher's at The Winston, Belushi's Amsterdam, and the specialized museum Condomerie."
2419,,Centrum-West,52.36791,4.88507,Private room,160,2,135,2.72,1,309,10,holland,"Park: Jacob de Wit
Library: Fotografie Bibliotheek
Artwork: Bernard Heesen, Jacob de Wit, Johannes Voorhout, Fotoboekenwinkel
Gallery: Huis Marseille
Art: Huis Marseille
Information: Fotografie Bibliotheek
Museum: Huis Marseille
Outdoor_seating: Huis Marseille
Garden: Huis Marseille
Books: Fotoboekenwinkel

The area reads as tourist-prominent. The specific draws that make it so are Huis Marseille and the specialized Fotografie Bibliotheek, which attract visitors interested in photography and cultural institutions."
2556,,Oud-Oost,52.36188,4.92849,Entire home/apt,100,3,17,0.36,1,0,0,holland,"Artwork: Nara Nara
Convenience: Esporta
Community_centre: Dynamo Jong
Pub: Café Publiek
Cafe: kaffee
Middle_eastern restaurant: Abra
French cafe: Café Nieuwland
Garden: Aktas
Marketplace: Dappermarkt
Alcohol: Slijterij Oost
Butcher: Maikel Groenteman

The area reads as everyday-residential. The specific draws that make it so are Dappermarkt, Maikel Groenteman, and Slijterij Oost, which serve the daily needs of local residents rather than catering to tourists."
2666,,Oud-Oost,52.35689,4.91209,Entire home/apt,160,3,8,0.18,1,0,0,holland,"fitness_centre: PLTS
dancing_school: Euphoria
seafood: Rascasse
spinning fitness_centre: Rocycle Oost
fast_food: Mr Rooster, Roba
mobile_phone: Tabak Mobi Shop
pizza fast_food: Pizzeria Steakhouse Oost
moroccan restaurant: Sinbad
pub: Nova
travel_agency: Marhaba
bicycle: East Cycling
pet: Dierenwinkel Amsterdam

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a pet store, a bicycle shop, a travel agency, and a variety of local dining options like a Moroccan restaurant and pizza fast food, which cater to the daily needs and routines of local residents rather than serving as a hub for famous landmarks or tourist attractions."
1167,,Zuid,52.35983,4.88009,Entire home/apt,263,3,72,1.01,4,289,13,holland,"Clothes: Cucinelli, Dior, Dolce & Gabbana, Hermès, Liu Jo, Maxies, Oger, Philipp Plein, The Kooples, Wolford
Hotel: Hotel Jan Luyken Amsterdam
Cosmetics: Dior
Jewelry: Tiffany & Company
Restaurant: Maxies
Playground: Maxies

The area reads as tourist-prominent. The specific draws that make it so are the high concentration of luxury international fashion houses and jewelry brands such as Dior, Hermès, Dolce & Gabbana, and Tiffany & Company, which are characteristic of high-end shopping districts frequented by visitors."
2908,,Oostelijk Havengebied - Indische Buurt,52.36321,4.93647,Entire home/apt,136,3,1,0.04,1,96,0,holland,"Garden: Gogun & Son
Italian restaurant: Eatmosfera
Vacant: Div.
Beauty: Warda2
Hairdresser: The Barbers Office
Kebab fast_food: Döner van Oost
Laundry: Stomerij en kledingreparatie Medina
Houseware: Çinar
Restaurant: Çinar
Seafood: Volendammer Vishandel
Clothes: Stomerij en kledingreparatie Medina
Tobacco: Warda2
Cannabis: Warda2

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as a laundry (Stomerij en kledingreparatie Medina), a hairdresser (The Barbers Office), and neighborhood food staples like a seafood shop (Volendammer Vishandel) and a kebab shop (Döner van Oost), which cater to the daily needs of local residents rather than tourists."
5350,,Centrum-West,52.37451,4.88365,Entire home/apt,395,3,0,,6,95,0,holland,"fish fast_food: Haringkar de Gigant
florist: Thejo's Bloemen
artwork: Anne Frank
cheese: Cheese Store
viewpoint: Westertoren
bicycle_rental: Stromma
ticket: Tours & Tickets, Stromma
attraction: Anne Frank
place_of_worship: Westerkerk
gift: Tours & Tickets
kiosk: Tours & Tickets
pancakes restaurant: Pancakes Amsterdam

The area reads as tourist-prominent. The specific draws that make it so are Anne Frank, Pancakes Amsterdam, Westerkerk, Westertoren, and Tours & Tickets."
2091,,Centrum-Oost,52.36804,4.89773,Entire home/apt,174,3,286,5.25,1,57,59,holland,"hotel: Amstel Canal Guest House
clothes: Marbles Vintage, Vet Du Nord
jewelry: The Antique Ring Shop, Zamalia
deli: Sterk Staaltje
coffee: Zooful
viewpoint: Kota
gift: @droog
cafe: ABCND STORE
thai restaurant: Krua Thai
cosmetics: DSIGN
fashion_accessories: DSIGN

The area reads as tourist-prominent. The specific draws that make it so are the Amstel Canal Guest House, which caters to visitors, and the presence of unique, specialized retail destinations like @droog and Marbles Vintage that are typical of high-traffic, sightseeing-heavy districts in Amsterdam."
2297,,Centrum-Oost,52.36597,4.89975,Entire home/apt,240,3,168,3.46,1,192,34,holland,"Restaurant: Restaurant 212, Ribs Factory
Asian restaurant: Ichisin Ramen Hokkaido
Vacant: Café Langereis
Cannabis: Coffeeshop Kooi
Italian restaurant: Lo Stivale d'Oro
Bakery: La Panetteria
Museum: Our House
Pub: Air, Gollem
Nightclub: Air
Mexican fast_food: Salsa shop
Fast_food: tasty burger

The area reads as tourist-prominent. The specific draws that make it so are Our House, which is a major interactive museum, and Air, which is a well-known nightclub, both of which attract significant visitor traffic."
4082,,De Pijp - Rivierenbuurt,52.35764,4.88919,Private room,79,1,19,0.77,1,168,9,holland,"hairdresser: De Föhnbar, Flow
french restaurant: Café Caron, Petit Caron
juice gallery: Galerie Sauvage
sewing: De Steek
garden: Galerie van Campen
italian restaurant: Linguini Trattoria
breakfast restaurant: Locals Coffee, Café Caron
massage: Five City Spa
artwork: Galerie Sauvage
public_bookcase: Galerie van Campen

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services like De Föhnbar, Flow, and De Steek, alongside neighborhood-focused dining spots such as Locals Coffee and Linguini Trattoria."
3466,,De Baarsjes - Oud-West,52.36312,4.8756,Entire home/apt,255,3,13,0.42,1,128,4,holland,"pharmacy: Wittop Koning
dry_cleaning: Centraal Stomerij
hotel: Princess Hostel
bed: BrainWash
coffee_shop cafe: Un.
copyshop: Copy Plaza
newsagent: Primera
indonesian restaurant: Kartika
hairdresser: Janus
ticket: GVB Servicepunt
cafe: Café Helmers
asian deli: Toko Ikan Mas
pub: GoodNews

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services like Centraal Stomerij, Copy Plaza, Primera, and Wittop Koning, which cater to the daily needs of neighborhood residents rather than transient visitors."
651,,De Pijp - Rivierenbuurt,52.35585,4.90106,Entire home/apt,130,3,33,0.49,1,0,0,holland,"Garden: Het Kabinet
Optician: Ace & Tate
Friture fast_food: FEBO
Hairdresser: Ido's Cutting Crew, Look Ahead
Cannabis_coffee_shop cannabis: Coffeeshop Carmona
Wine: Grapedistrict
Shawarma fast_food: Chef Juzzev
Massage: Yu Fung
Chinese restaurant: Meng Si
Pizza restaurant: Pizza Beppe
Guest_house: (None listed)
Gallery: Wim Heldens Atelier/Studio

The area reads as everyday-residential. The draws that make it so are the presence of essential local services and daily conveniences such as the optician Ace & Tate, the wine shop Grapedistrict, the hairdresser Ido's Cutting Crew, and the casual dining options like Pizza Beppe and FEBO, which cater to a local neighborhood population rather than a tourist-heavy crowd."
60,,De Pijp - Rivierenbuurt,52.35699,4.89705,Entire home/apt,200,3,27,0.26,1,363,0,holland,"restaurant: Warung Swietie Lelydorp
hairdresser: Hairstudio Pu-ma
boxing fitness_centre: Boksschool VBSK Albert Cuyp
vacant: Badcuyp
language_school: Taalhuis Amsterdam
dentist: Dental 220
asian fast_food: Thai Roof
thai restaurant: Thai Roof
pub: Café De Baron
garden: Albert Heijn
childcare: Partou
supermarket: Albert Heijn
alcohol: Gall & Gall

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services including a supermarket (Albert Heijn), a dentist (Dental 220), childcare (Partou), and a hair salon (Hairstudio Pu-ma), which cater to the daily needs of local residents rather than transient visitors."
440,,Centrum-West,52.37847,4.88475,Entire home/apt,175,2,70,0.76,2,0,0,holland,"thai restaurant: Ko Chang
supermarket: Albert Heijn
clothes: Kilo
marketplace: Lapjesmarkt
toys: Mechanisch Speelgoed
deli: Terre Lente
restaurant: Schout bij-nacht
furniture: La maison de sophie
beauty: The Browbarber
pet: Petopia
beverages: World of Nix
tailor: De Gouden Schaar
ramen restaurant: Hinata

The area reads as everyday-residential. The specific draws that make it so are the presence of a supermarket like Albert Heijn, a pet store like Petopia, a tailor like De Gouden Schaar, and a beauty service like The Browbarber, which serve the routine needs of local residents rather than catering to tourists."
